operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,9,18,1,1290,30,595.35,415.35,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,4,5,0,300,0,289.52,259.52,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,9,16,0,1410,0,449.71,254.71,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,9,17,3,1080,0,693.95,573.95,6 - (35.29)%,360 - (33.33)%
4,0,900,2280,6,12,1,1050,150,516.89,411.89,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,8,18,0,1140,60,420.84,285.84,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,10,17,6,1290,0,624.66,534.66,10 - (58.82)%,720 - (55.81)%
7,0,1620,2280,5,11,0,750,0,522.44,447.44,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.25,1.38,1038.75,30.0,514.17,397.92,8.0 - (47.05%),540.0 - (44.57%)
min,-,900,-,4,5,0,300,0,289.52,254.71,6 - (35.29%),360 - (33.33%)
25th percentile,-,1215.0,-,5.75,11.75,0.0,975.0,0.0,442.49,279.26,7.0 - (41.17%),450.0 - (38.95%)
75th percentile,-,1845.0,-,9.0,17.25,1.5,1290.0,37.5,602.68,469.24,9.0 - (52.94%),630.0 - (50.19%)
max,-,2160,-,10,18,6,1410,150,693.95,573.95,10 - (58.82%),720 - (55.81%)
total,-,12240,18240,60,114,11,8310,240,4113.360000000001,3183.36,16,1080
