operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,6,17,0,1080,0,715,640,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,7,16,1,1110,0,495,330,4 - (25.00)%,330 - (29.73)%
2,1,1980,2280,10,19,4,1200,0,746,596,10 - (52.63)%,660 - (55.00)%
3,0,1800,2280,13,23,2,1530,0,604,439,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,7,14,1,1170,90,559,499,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,4,6,0,360,0,357,312,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,9,23,1,1470,570,500,200,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,4,7,0,540,0,190,100,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.62,1.12,1057.5,82.5,520.75,389.5,7.0 - (38.81%),495.0 - (42.36%)
min,-,900,-,4,6,0,360,0,190,100,4 - (25.00%),330 - (29.73%)
25th percentile,-,1215.0,-,5.5,12.25,0.0,945.0,0.0,460.5,284.0,5.5 - (31.91%),412.5 - (36.05%)
75th percentile,-,1845.0,-,9.25,20.0,1.25,1267.5,22.5,631.75,523.25,8.5 - (45.72%),577.5 - (48.68%)
max,-,2160,-,13,23,4,1530,570,746,640,10 - (52.63%),660 - (55.00%)
total,-,12240,18240,60,125,9,8460,660,4166,3116,14,990
