operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,8,15,0,1050,0,527,422,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,3,7,0,540,0,365,260,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,9,17,4,1230,0,674,539,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,8,16,3,1050,0,769,679,6 - (37.50)%,360 - (34.29)%
4,0,900,2280,6,18,0,1080,180,753,648,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,16,3,1140,0,528,408,7 - (43.75)%,540 - (47.37)%
6,0,1260,2280,5,6,1,420,0,348,288,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,11,18,8,1260,0,889,829,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.12,2.38,971.25,22.5,606.62,509.12,6.5 - (40.62%),450.0 - (40.83%)
min,-,900,-,3,6,0,420,0,348,260,6 - (37.50%),360 - (34.29%)
25th percentile,-,1215.0,-,5.75,13.0,0.0,922.5,0.0,486.5,378.0,6.25 - (39.06%),405.0 - (37.56%)
75th percentile,-,1845.0,-,9.25,17.25,3.25,1162.5,0.0,757.0,655.75,6.75 - (42.19%),495.0 - (44.1%)
max,-,2160,-,11,18,8,1260,180,889,829,7 - (43.75%),540 - (47.37%)
total,-,12240,18240,60,113,19,7770,180,4853,4073,13,900
