operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,3,7,0,690,0,233,128,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,8,17,2,1230,0,723,678,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,10,19,3,1290,0,766,676,12 - (63.16)%,810 - (62.79)%
3,0,1440,2280,9,19,0,1260,0,528,348,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,6,9,0,720,0,370,340,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,6,12,0,870,0,482,392,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,12,16,8,1110,0,718,658,8 - (50.00)%,540 - (48.65)%
7,0,1620,2280,6,14,0,990,0,510,420,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.12,1.62,1020.0,0.0,541.25,455.0,10.0 - (56.58%),675.0 - (55.72%)
min,-,900,-,3,7,0,690,0,233,128,8 - (50.00%),540 - (48.65%)
25th percentile,-,1215.0,-,6.0,11.25,0.0,832.5,0.0,454.0,346.0,9.0 - (53.29%),607.5 - (52.18%)
75th percentile,-,1845.0,-,9.25,17.5,2.25,1237.5,0.0,719.25,662.5,11.0 - (59.87%),742.5 - (59.26%)
max,-,2160,-,12,19,8,1290,0,766,678,12 - (63.16%),810 - (62.79%)
total,-,12240,18240,60,113,13,8160,0,4330,3640,20,1350
