operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,8,13,2,780,0,417.07,312.07,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,8,17,2,1140,0,607.49,427.49,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,7,12,1,930,0,476.61,401.61,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,6,10,3,780,0,306.03,156.03,5 - (50.00)%,420 - (53.85)%
4,0,1800,2280,12,18,6,1110,0,601.31,451.31,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,8,16,3,1200,0,464.8,299.8,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,8,16,1,1080,0,559.43,469.43,4 - (25.00)%,360 - (33.33)%
7,0,900,2280,3,5,0,420,0,274.72,199.72,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.38,2.25,930.0,0.0,463.43,339.68,4.5 - (37.5%),390.0 - (43.59%)
min,-,900,-,3,5,0,420,0,274.72,156.03,4 - (25.00%),360 - (33.33%)
25th percentile,-,1215.0,-,6.75,11.5,1.0,780.0,0.0,389.31,274.78,4.25 - (31.25%),375.0 - (38.46%)
75th percentile,-,1845.0,-,8.0,16.25,3.0,1117.5,0.0,569.9,433.44,4.75 - (43.75%),405.0 - (48.72%)
max,-,2160,-,12,18,6,1200,0,607.49,469.43,5 - (50.00%),420 - (53.85%)
total,-,12240,18240,60,107,18,7440,0,3707.4599999999996,2717.46,9,780
