operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,6,10,1,720,0,487.48,412.48,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,11,17,3,1200,0,667.31,547.31,8 - (47.06)%,480 - (40.00)%
2,0,1620,2280,6,11,0,780,0,450.4,300.4,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,7,16,2,1200,0,759.85,729.85,8 - (50.00)%,600 - (50.00)%
4,0,900,2280,5,10,0,930,30,520.39,475.39,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,8,17,1,1140,0,425.58,155.58,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,9,20,0,1380,0,702.29,537.29,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,8,19,0,1260,0,768.2,603.2,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.88,1076.25,3.75,597.69,470.19,8.0 - (48.53%),540.0 - (45.0%)
min,-,900,-,5,10,0,720,0,425.58,155.58,8 - (47.06%),480 - (40.00%)
25th percentile,-,1215.0,-,6.0,10.75,0.0,892.5,0.0,478.21,384.46,8.0 - (47.8%),510.0 - (42.5%)
75th percentile,-,1845.0,-,8.25,17.5,1.25,1215.0,0.0,716.68,561.28,8.0 - (49.26%),570.0 - (47.5%)
max,-,2160,-,11,20,3,1380,30,768.2,729.85,8 - (50.00%),600 - (50.00%)
total,-,12240,18240,60,120,7,8610,30,4781.5,3761.5,16,1080
