operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,8,17,1,1140,0,362,92,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,7,14,0,1050,0,412,262,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,9,18,0,1350,0,523,373,4 - (22.22)%,240 - (17.78)%
3,0,900,2280,7,12,0,900,0,354,264,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,4,7,0,660,0,223,178,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,4,10,0,750,0,272,152,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,12,21,4,1500,0,742,532,14 - (66.67)%,1080 - (72.00)%
7,0,1800,2280,9,22,0,1470,0,517,322,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,0.62,1102.5,0.0,425.62,271.88,9.0 - (44.45%),660.0 - (44.89%)
min,-,900,-,4,7,0,660,0,223,92,4 - (22.22%),240 - (17.78%)
25th percentile,-,1215.0,-,6.25,11.5,0.0,862.5,0.0,333.5,171.5,6.5 - (33.33%),450.0 - (31.34%)
75th percentile,-,1845.0,-,9.0,18.75,0.25,1380.0,0.0,518.5,334.75,11.5 - (55.56%),870.0 - (58.44%)
max,-,2160,-,12,22,4,1500,0,742,532,14 - (66.67%),1080 - (72.00%)
total,-,12240,18240,60,121,5,8820,0,3405,2175,18,1320
