operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,14,0,990,0,666.89,576.89,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,3,5,0,300,0,339.87,309.87,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,9,19,0,1620,0,559.78,469.78,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,8,17,0,1140,0,521.1,356.1,2 - (11.76)%,150 - (13.16)%
4,0,1260,2280,8,18,1,1260,0,517.24,292.24,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,10,17,4,1230,0,497.17,287.17,8 - (47.06)%,510 - (41.46)%
6,0,1620,2280,8,19,3,1410,0,477.8,357.8,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,7,10,0,690,0,282.41,162.41,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,1.0,1080.0,0.0,482.78,351.53,5.0 - (29.41%),330.0 - (27.31%)
min,-,900,-,3,5,0,300,0,282.41,162.41,2 - (11.76%),150 - (13.16%)
25th percentile,-,1215.0,-,7.0,13.0,0.0,915.0,0.0,443.32,290.97,3.5 - (20.58%),240.0 - (20.24%)
75th percentile,-,1845.0,-,8.25,18.25,1.5,1297.5,0.0,530.77,385.8,6.5 - (38.24%),420.0 - (34.38%)
max,-,2160,-,10,19,4,1620,0,666.89,576.89,8 - (47.06%),510 - (41.46%)
total,-,12240,18240,60,119,8,8640,0,3862.26,2812.26,10,660
