operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,10,15,9,1110,210,545,470,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,15,2,960,0,510,420,7 - (46.67)%,420 - (43.75)%
2,0,1800,2280,7,16,1,1290,0,506,356,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,6,18,1,1080,0,613,508,11 - (61.11)%,660 - (61.11)%
4,0,1260,2280,4,8,0,780,0,347,302,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,10,17,2,1050,0,645,570,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,12,20,3,1410,0,563,428,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,2,2,0,120,0,60,0,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,2.25,975.0,26.25,473.62,381.75,9.0 - (53.89%),540.0 - (52.43%)
min,-,900,-,2,2,0,120,0,60,0,7 - (46.67%),420 - (43.75%)
25th percentile,-,1215.0,-,5.5,13.25,0.75,915.0,0.0,466.25,342.5,8.0 - (50.28%),480.0 - (48.09%)
75th percentile,-,1845.0,-,10.0,17.25,2.25,1155.0,0.0,575.5,479.5,10.0 - (57.5%),600.0 - (56.77%)
max,-,2160,-,12,20,9,1410,210,645,570,11 - (61.11%),660 - (61.11%)
total,-,12240,18240,60,111,18,7800,210,3789,3054,18,1080
