operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1740,2280,13,13,19,870,0,705.32,660.32,0 - (0.00)%,0 - (0.00)%
1,0,960,2280,4,8,0,600,0,493.63,448.63,0 - (0.00)%,0 - (0.00)%
2,0,1020,2280,6,13,0,930,0,841.95,796.95,0 - (0.00)%,0 - (0.00)%
3,0,1560,2280,9,7,4,420,0,551.11,521.11,0 - (0.00)%,0 - (0.00)%
4,0,1380,2280,9,14,6,1050,0,925.28,880.28,0 - (0.00)%,0 - (0.00)%
5,1,1860,2280,6,10,2,690,0,530.99,395.99,3 - (30.00)%,180 - (26.09)%
6,1,2040,2280,7,12,5,780,0,718.9,703.9,3 - (25.00)%,180 - (23.08)%
7,1,2160,2280,8,10,4,690,0,527.47,482.47,2 - (20.00)%,180 - (26.09)%
8,0,900,2280,8,13,7,840,0,982.72,952.72,0 - (0.00)%,0 - (0.00)%
9,0,1140,2280,14,17,15,1200,60,684.45,624.45,0 - (0.00)%,0 - (0.00)%
10,0,1800,2280,11,16,8,1080,0,610.26,520.26,0 - (0.00)%,0 - (0.00)%
11,1,1980,2280,4,10,0,600,0,385.86,310.86,7 - (70.00)%,420 - (70.00)%
12,0,1440,2280,5,11,0,780,0,465.91,405.91,0 - (0.00)%,0 - (0.00)%
13,0,1620,2280,8,15,3,990,0,1065.42,1005.42,0 - (0.00)%,0 - (0.00)%
14,0,1200,2280,4,5,5,300,0,559.89,559.89,0 - (0.00)%,0 - (0.00)%
15,0,1320,2280,4,5,1,420,0,287.17,257.17,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,11.19,4.94,765.0,3.75,646.02,595.4,3.75 - (36.25%),240.0 - (36.32%)
min,-,900,-,4,5,0,300,0,287.17,257.17,2 - (20.00%),180 - (23.08%)
25th percentile,-,1185.0,-,4.75,9.5,0.75,600.0,0.0,519.01,437.95,2.75 - (23.75%),180.0 - (25.34%)
75th percentile,-,1815.0,-,9.0,13.25,6.25,945.0,0.0,749.66,727.16,4.0 - (40.0%),240.0 - (37.07%)
max,-,2160,-,14,17,19,1200,60,1065.42,1005.42,7 - (70.00%),420 - (70.00%)
total,-,24120,36480,120,179,79,12240,60,10336.330000000002,9526.33,15,960
