operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1740,2280,7,12,1,930,0,725.73,665.73,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,8,18,3,1260,0,816.58,711.58,10 - (55.56)%,720 - (57.14)%
2,0,1140,2280,7,16,0,1050,0,778.41,643.41,0 - (0.00)%,0 - (0.00)%
3,1,2040,2280,8,12,2,1020,0,1403.0,1373.0,6 - (50.00)%,570 - (55.88)%
4,0,900,2280,12,18,1,1380,480,1359.21,1314.21,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,4,4,3,360,0,319.84,304.84,0 - (0.00)%,0 - (0.00)%
6,0,960,2280,8,17,0,1170,210,732.59,672.59,0 - (0.00)%,0 - (0.00)%
7,0,1200,2280,6,12,1,810,0,755.76,710.76,0 - (0.00)%,0 - (0.00)%
8,0,1320,2280,5,8,0,540,0,732.81,687.81,0 - (0.00)%,0 - (0.00)%
9,0,1020,2280,5,12,1,840,0,893.8,863.8,0 - (0.00)%,0 - (0.00)%
10,0,1380,2280,9,20,1,1260,0,1287.71,1227.71,0 - (0.00)%,0 - (0.00)%
11,1,2160,2280,11,19,7,1410,0,1048.71,943.71,9 - (47.37)%,630 - (44.68)%
12,0,1440,2280,7,11,1,840,0,1076.51,1031.51,0 - (0.00)%,0 - (0.00)%
13,1,1860,2280,8,12,4,840,0,1802.96,1742.96,3 - (25.00)%,210 - (25.00)%
14,0,1560,2280,7,14,1,1110,0,800.37,770.37,0 - (0.00)%,0 - (0.00)%
15,0,1620,2280,8,15,0,1140,0,602.9,467.9,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.75,1.62,997.5,43.12,946.06,883.24,7.0 - (44.48%),532.5 - (45.68%)
min,-,900,-,4,4,0,360,0,319.84,304.84,3 - (25.00%),210 - (25.00%)
25th percentile,-,1185.0,-,6.75,12.0,0.75,840.0,0.0,732.76,670.88,5.25 - (41.78%),480.0 - (39.76%)
75th percentile,-,1815.0,-,8.0,17.25,2.25,1192.5,0.0,1129.31,1080.56,9.25 - (51.39%),652.5 - (56.2%)
max,-,2160,-,12,20,7,1410,480,1802.96,1742.96,10 - (55.56%),720 - (57.14%)
total,-,24120,36480,120,220,26,15960,690,15136.89,14131.89,28,2130
