operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,7,16,2,1230,150,642,567,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,7,16,1,960,60,514,454,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,18,3,1200,0,485,305,8 - (44.44)%,600 - (50.00)%
3,0,1620,2280,6,8,0,600,0,309,234,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,10,20,4,1440,0,751,616,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,8,15,0,900,0,616,496,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,10,22,4,1590,0,691,541,12 - (54.55)%,840 - (52.83)%
7,0,1260,2280,3,4,0,240,0,157,142,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,1.75,1020.0,26.25,520.62,419.38,10.0 - (49.49%),720.0 - (51.42%)
min,-,900,-,3,4,0,240,0,157,142,8 - (44.44%),600 - (50.00%)
25th percentile,-,1215.0,-,6.75,13.25,0.0,825.0,0.0,441.0,287.25,9.0 - (46.97%),660.0 - (50.71%)
75th percentile,-,1845.0,-,9.25,18.5,3.25,1282.5,15.0,654.25,547.5,11.0 - (52.02%),780.0 - (52.12%)
max,-,2160,-,10,22,4,1590,150,751,616,12 - (54.55%),840 - (52.83%)
total,-,12240,18240,60,119,14,8160,210,4165,3355,20,1440
