operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,16,1,1080,0,603.29,498.29,9 - (56.25)%,600 - (55.56)%
1,0,900,2280,8,16,3,1230,330,544.88,454.88,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,9,12,4,780,0,426.1,351.1,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,8,12,4,990,0,639.61,609.61,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,7,14,0,1050,0,487.08,382.08,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,6,16,0,1170,0,663.79,558.79,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,4,5,0,420,0,105.0,0,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,10,19,1,1350,0,643.68,538.68,10 - (52.63)%,810 - (60.00)%

mean,-,1530.0,2280.0,7.5,13.75,1.62,1008.75,41.25,514.18,424.18,9.5 - (54.44%),705.0 - (57.78%)
min,-,900,-,4,5,0,420,0,105.0,0.0,9 - (52.63%),600 - (55.56%)
25th percentile,-,1215.0,-,6.75,12.0,0.0,937.5,0.0,471.84,374.34,9.25 - (53.54%),652.5 - (56.67%)
75th percentile,-,1845.0,-,8.25,16.0,3.25,1185.0,0.0,640.63,543.71,9.75 - (55.34%),757.5 - (58.89%)
max,-,2160,-,10,19,4,1350,330,663.79,609.61,10 - (56.25%),810 - (60.00%)
total,-,12240,18240,60,110,13,8070,330,4113.43,3393.43,19,1410
