operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,8,19,2,1200,0,1148.71,1073.71,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,10,17,2,1230,0,1010.14,875.14,0 - (0.00)%,0 - (0.00)%
2,1,1860,2280,13,17,16,1230,0,1118.36,1058.36,10 - (58.82)%,630 - (51.22)%
3,0,1140,2280,7,10,3,840,0,827.15,782.15,0 - (0.00)%,0 - (0.00)%
4,0,1560,2280,6,9,2,690,0,941.69,881.69,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,4,5,0,360,0,550.7,535.7,0 - (0.00)%,0 - (0.00)%
6,1,2040,2280,5,13,1,930,0,497.95,347.95,10 - (76.92)%,750 - (80.65)%
7,0,1380,2280,9,16,6,1230,0,743.25,593.25,0 - (0.00)%,0 - (0.00)%
8,1,1980,2280,9,15,3,1140,0,1020.73,915.73,7 - (46.67)%,630 - (55.26)%
9,1,2160,2280,9,17,2,1410,0,970.14,910.14,6 - (35.29)%,480 - (34.04)%
10,0,1200,2280,2,4,0,360,0,432.74,432.74,0 - (0.00)%,0 - (0.00)%
11,0,1020,2280,5,9,2,540,0,576.45,576.45,0 - (0.00)%,0 - (0.00)%
12,0,960,2280,6,11,0,810,0,691.55,616.55,0 - (0.00)%,0 - (0.00)%
13,0,1440,2280,7,14,0,840,0,848.39,803.39,0 - (0.00)%,0 - (0.00)%
14,0,1320,2280,10,21,1,1290,0,972.56,882.56,0 - (0.00)%,0 - (0.00)%
15,0,1740,2280,10,16,2,1020,0,1105.03,1060.03,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.31,2.62,945.0,0.0,840.97,771.6,8.25 - (54.43%),622.5 - (55.29%)
min,-,900,-,2,4,0,360,0,432.74,347.95,6 - (35.29%),480 - (34.04%)
25th percentile,-,1185.0,-,5.75,9.75,0.75,780.0,0.0,662.78,589.05,6.75 - (43.82%),592.5 - (46.92%)
75th percentile,-,1815.0,-,9.25,17.0,2.25,1230.0,0.0,1012.79,911.54,10.0 - (63.34%),660.0 - (61.61%)
max,-,2160,-,13,21,16,1410,0,1148.71,1073.71,10 - (76.92%),750 - (80.65%)
total,-,24120,36480,120,213,42,15120,0,13455.54,12345.54,33,2490
