operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2040,2280,6,12,0,810,0,964.77,949.77,2 - (16.67)%,120 - (14.81)%
1,1,1860,2280,7,18,2,1170,0,1014.05,954.05,10 - (55.56)%,600 - (51.28)%
2,0,1320,2280,7,13,4,1050,0,1131.2,1131.2,0 - (0.00)%,0 - (0.00)%
3,0,1200,2280,9,16,7,1050,0,793.0,718.0,0 - (0.00)%,0 - (0.00)%
4,0,960,2280,7,12,1,900,0,1074.53,1074.53,0 - (0.00)%,0 - (0.00)%
5,0,1140,2280,7,11,0,720,0,612.57,582.57,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,6,12,0,990,0,592.48,547.48,4 - (33.33)%,240 - (24.24)%
7,0,1020,2280,10,18,3,1320,300,995.73,905.73,0 - (0.00)%,0 - (0.00)%
8,1,2160,2280,8,16,3,1110,0,916.59,871.59,7 - (43.75)%,420 - (37.84)%
9,0,1560,2280,3,6,0,420,0,345.0,330.0,0 - (0.00)%,0 - (0.00)%
10,0,1380,2280,11,16,12,1170,0,836.43,836.43,0 - (0.00)%,0 - (0.00)%
11,0,1620,2280,4,6,2,420,0,380.87,380.87,0 - (0.00)%,0 - (0.00)%
12,0,900,2280,7,13,0,840,0,887.82,842.82,0 - (0.00)%,0 - (0.00)%
13,0,1440,2280,8,13,3,960,0,505.21,475.21,0 - (0.00)%,0 - (0.00)%
14,0,1740,2280,10,16,0,1260,0,812.84,707.84,0 - (0.00)%,0 - (0.00)%
15,0,1800,2280,10,16,4,1020,0,1261.83,1216.83,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.38,2.56,950.62,18.75,820.31,782.81,5.75 - (37.33%),345.0 - (32.04%)
min,-,900,-,3,6,0,420,0,345.0,330.0,2 - (16.67%),120 - (14.81%)
25th percentile,-,1185.0,-,6.75,12.0,0.0,832.5,0.0,607.55,573.8,3.5 - (29.16%),210.0 - (21.88%)
75th percentile,-,1815.0,-,9.25,16.0,3.25,1125.0,0.0,1000.31,950.84,7.75 - (46.7%),465.0 - (41.2%)
max,-,2160,-,11,18,12,1320,300,1261.83,1216.83,10 - (55.56%),600 - (51.28%)
total,-,24120,36480,120,214,41,15210,300,13124.92,12524.92,23,1380
