operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,15,3,1110,0,640,490,7 - (46.67)%,510 - (45.95)%
1,0,1080,2280,6,15,0,1020,0,524,404,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,6,12,0,930,0,609,534,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,5,8,0,540,0,369,294,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,10,21,1,1320,0,596,386,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,9,19,1,1260,0,444,174,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,6,15,0,1140,0,550,490,5 - (33.33)%,300 - (26.32)%
7,0,1620,2280,9,13,3,1110,0,505,415,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,1.0,1053.75,0.0,529.62,398.38,6.0 - (40.0%),405.0 - (36.14%)
min,-,900,-,5,8,0,540,0,369,174,5 - (33.33%),300 - (26.32%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,997.5,0.0,489.75,363.0,5.5 - (36.66%),352.5 - (31.23%)
75th percentile,-,1845.0,-,9.0,16.0,1.5,1170.0,0.0,599.25,490.0,6.5 - (43.34%),457.5 - (41.04%)
max,-,2160,-,10,21,3,1320,0,640,534,7 - (46.67%),510 - (45.95%)
total,-,12240,18240,60,118,8,8430,0,4237,3187,12,810
