operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,11,0,720,0,360.02,225.02,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,10,24,1,1740,0,616.23,301.23,15 - (62.50)%,1080 - (62.07)%
2,0,1080,2280,5,10,0,930,0,332.67,242.67,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,9,12,6,900,0,391.65,286.65,5 - (41.67)%,360 - (40.00)%
4,0,1260,2280,5,10,0,660,0,543.21,483.21,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,8,13,0,900,0,700.21,595.21,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,5,12,0,1020,0,532.26,427.26,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,11,22,3,1650,0,653.07,503.07,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.25,1.25,1065.0,0.0,516.16,383.04,10.0 - (52.09%),720.0 - (51.03%)
min,-,900,-,5,10,0,660,0,332.67,225.02,5 - (41.67%),360 - (40.00%)
25th percentile,-,1215.0,-,5.0,10.75,0.0,855.0,0.0,383.74,275.65,7.5 - (46.88%),540.0 - (45.52%)
75th percentile,-,1845.0,-,9.25,15.25,1.5,1177.5,0.0,625.44,488.17,12.5 - (57.29%),900.0 - (56.55%)
max,-,2160,-,11,24,6,1740,0,700.21,595.21,15 - (62.50%),1080 - (62.07%)
total,-,12240,18240,60,114,10,8520,0,4129.32,3064.3199999999997,20,1440
