operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,6,13,0,840,0,458.22,248.22,5 - (38.46)%,300 - (35.71)%
1,0,1560,2280,5,8,0,660,0,547.48,532.48,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,7,14,3,930,0,919.75,844.75,0 - (0.00)%,0 - (0.00)%
3,0,1380,2280,8,19,2,1290,0,875.89,770.89,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,7,14,0,1020,0,885.35,780.35,6 - (42.86)%,360 - (35.29)%
5,0,1440,2280,12,17,5,1260,0,1149.66,1104.66,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,4,6,0,420,0,321.63,321.63,0 - (0.00)%,0 - (0.00)%
7,0,1320,2280,9,17,1,1290,0,661.6,496.6,0 - (0.00)%,0 - (0.00)%
8,0,1140,2280,7,13,1,780,0,785.57,740.57,0 - (0.00)%,0 - (0.00)%
9,0,1020,2280,9,14,4,1170,150,812.83,707.83,0 - (0.00)%,0 - (0.00)%
10,0,1740,2280,7,14,2,1050,0,999.22,909.22,0 - (0.00)%,0 - (0.00)%
11,0,1200,2280,7,11,1,840,0,610.21,580.21,0 - (0.00)%,0 - (0.00)%
12,0,1620,2280,7,17,0,1080,0,1241.48,1226.48,0 - (0.00)%,0 - (0.00)%
13,0,960,2280,5,9,0,720,0,891.74,861.74,0 - (0.00)%,0 - (0.00)%
14,1,2040,2280,11,18,11,1320,0,1420.33,1390.33,8 - (44.44)%,600 - (45.45)%
15,1,1860,2280,9,16,2,1200,0,876.11,711.11,7 - (43.75)%,630 - (52.50)%

mean,-,1507.5,2280.0,7.5,13.75,2.0,991.88,9.38,841.07,764.19,6.5 - (42.38%),472.5 - (42.24%)
min,-,900,-,4,6,0,420,0,321.63,248.22,5 - (38.46%),300 - (35.29%)
25th percentile,-,1185.0,-,6.75,12.5,0.0,825.0,0.0,648.75,568.28,5.75 - (41.76%),345.0 - (35.61%)
75th percentile,-,1815.0,-,9.0,17.0,2.25,1215.0,0.0,939.62,873.61,7.25 - (43.92%),607.5 - (47.21%)
max,-,2160,-,12,19,11,1320,150,1420.33,1390.33,8 - (44.44%),630 - (52.50%)
total,-,24120,36480,120,220,32,15870,150,13457.07,12227.07,26,1890
