operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2040,2280,6,13,2,930,0,846.8,756.8,4 - (30.77)%,330 - (35.48)%
1,1,1860,2280,8,14,1,1050,0,627.18,627.18,5 - (35.71)%,390 - (37.14)%
2,1,1980,2280,6,18,0,1170,0,759.01,684.01,11 - (61.11)%,750 - (64.10)%
3,0,900,2280,5,11,0,660,0,563.61,518.61,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,12,19,3,1350,0,962.45,917.45,0 - (0.00)%,0 - (0.00)%
5,0,1140,2280,8,15,1,1170,30,945.75,900.75,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,8,13,1,900,0,637.75,592.75,0 - (0.00)%,0 - (0.00)%
7,0,1560,2280,8,13,3,930,0,622.1,607.1,0 - (0.00)%,0 - (0.00)%
8,1,2160,2280,6,15,0,1050,0,568.79,478.79,0 - (0.00)%,0 - (0.00)%
9,0,1020,2280,4,10,0,900,0,686.01,686.01,0 - (0.00)%,0 - (0.00)%
10,0,1200,2280,6,9,1,660,0,578.64,563.64,0 - (0.00)%,0 - (0.00)%
11,0,1320,2280,13,17,11,1170,0,666.53,576.53,0 - (0.00)%,0 - (0.00)%
12,0,1740,2280,5,10,0,780,0,888.04,888.04,0 - (0.00)%,0 - (0.00)%
13,0,1380,2280,12,18,6,1380,0,587.52,422.52,0 - (0.00)%,0 - (0.00)%
14,0,1800,2280,5,10,0,690,0,884.35,884.35,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,8,13,1,1110,150,696.91,651.91,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.62,1.88,993.75,11.25,720.09,672.28,5.0 - (31.9%),367.5 - (34.18%)
min,-,900,-,4,9,0,660,0,563.61,422.52,4 - (30.77%),330 - (35.48%)
25th percentile,-,1185.0,-,5.75,10.75,0.0,870.0,0.0,613.46,573.31,4.5 - (33.24%),360.0 - (36.31%)
75th percentile,-,1815.0,-,8.0,15.5,2.25,1170.0,0.0,856.19,788.69,8.0 - (48.41%),570.0 - (50.62%)
max,-,2160,-,13,19,11,1380,150,962.45,917.45,11 - (61.11%),750 - (64.10%)
total,-,24120,36480,120,218,30,15900,180,11521.439999999999,10756.439999999999,20,1470
