operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,5,8,0,660,0,636,636,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,7,11,0,780,0,680,590,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,8,15,1,1110,0,506,326,7 - (46.67)%,600 - (54.05)%
3,1,2160,2280,9,16,5,960,0,732,672,8 - (50.00)%,480 - (50.00)%
4,0,1440,2280,9,19,1,1260,0,966,906,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,4,9,0,660,0,801,786,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,5,13,0,780,0,882,822,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,13,22,8,1710,90,1128,978,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.12,1.88,990.0,11.25,791.38,714.5,7.5 - (48.34%),540.0 - (52.02%)
min,-,900,-,4,8,0,660,0,506,326,7 - (46.67%),480 - (50.00%)
25th percentile,-,1215.0,-,5.0,10.5,0.0,750.0,0.0,669.0,624.5,7.25 - (47.5%),510.0 - (51.01%)
75th percentile,-,1845.0,-,9.0,16.75,2.0,1147.5,0.0,903.0,843.0,7.75 - (49.17%),570.0 - (53.04%)
max,-,2160,-,13,22,8,1710,90,1128,978,8 - (50.00%),600 - (54.05%)
total,-,12240,18240,60,113,15,7920,90,6331,5716,15,1080
