operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,10,16,6,1080,0,645.99,540.99,5 - (31.25)%,300 - (27.78)%
1,0,1800,2280,5,13,0,780,0,477.01,372.01,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,7,13,0,780,0,433.12,298.12,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,7,13,0,1020,0,420.94,285.94,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,8,15,0,900,0,639.7,564.7,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,9,20,2,1380,0,664.21,484.21,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,6,11,2,930,30,409.53,334.53,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,8,16,4,1200,0,626.64,521.64,11 - (68.75)%,780 - (65.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.75,1008.75,3.75,539.64,425.27,8.0 - (50.0%),540.0 - (46.39%)
min,-,900,-,5,11,0,780,0,409.53,285.94,5 - (31.25%),300 - (27.78%)
25th percentile,-,1215.0,-,6.75,13.0,0.0,870.0,0.0,430.08,325.43,6.5 - (40.62%),420.0 - (37.08%)
75th percentile,-,1845.0,-,8.25,16.0,2.5,1110.0,0.0,641.27,526.48,9.5 - (59.38%),660.0 - (55.7%)
max,-,2160,-,10,20,6,1380,30,664.21,564.7,11 - (68.75%),780 - (65.00%)
total,-,12240,18240,60,117,14,8070,30,4317.139999999999,3402.14,16,1080
