operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,9,15,0,1140,0,735.28,690.28,0 - (0.00)%,0 - (0.00)%
1,0,1380,2280,3,8,0,600,0,500.83,500.83,0 - (0.00)%,0 - (0.00)%
2,0,1140,2280,6,12,0,840,0,882.95,822.95,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,10,16,5,1050,0,1118.76,1088.76,0 - (0.00)%,0 - (0.00)%
4,0,1320,2280,8,16,0,1020,0,983.88,938.88,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,9,20,5,1500,0,991.58,901.58,0 - (0.00)%,0 - (0.00)%
6,0,1020,2280,6,8,0,540,0,329.6,284.6,0 - (0.00)%,0 - (0.00)%
7,0,1200,2280,8,15,0,1050,0,1113.97,1098.97,0 - (0.00)%,0 - (0.00)%
8,0,900,2280,4,9,0,660,0,652.68,622.68,0 - (0.00)%,0 - (0.00)%
9,1,2160,2280,11,20,2,1500,0,722.58,587.58,12 - (60.00)%,930 - (62.00)%
10,0,1740,2280,6,14,1,1050,0,829.72,769.72,0 - (0.00)%,0 - (0.00)%
11,0,1560,2280,10,20,2,1200,0,1054.41,1009.41,0 - (0.00)%,0 - (0.00)%
12,1,1860,2280,7,16,2,960,0,1532.67,1532.67,6 - (37.50)%,360 - (37.50)%
13,1,1980,2280,7,14,3,1020,0,972.08,957.08,0 - (0.00)%,0 - (0.00)%
14,0,960,2280,7,19,1,1320,360,839.64,734.64,0 - (0.00)%,0 - (0.00)%
15,1,2040,2280,9,16,2,1200,0,945.06,885.06,6 - (37.50)%,390 - (32.50)%

mean,-,1507.5,2280.0,7.5,14.88,1.44,1040.62,22.5,887.86,839.11,6.0 - (33.75%),420.0 - (33.0%)
min,-,900,-,3,8,0,540,0,329.6,284.6,6 - (37.50%),360 - (32.50%)
25th percentile,-,1185.0,-,6.0,13.5,0.0,930.0,0.0,732.1,673.38,6.0 - (37.5%),375.0 - (35.0%)
75th percentile,-,1815.0,-,9.0,16.75,2.0,1200.0,0.0,1007.29,970.16,9.0 - (48.75%),660.0 - (49.75%)
max,-,2160,-,11,20,5,1500,360,1532.67,1532.67,12 - (60.00%),930 - (62.00%)
total,-,24120,36480,120,238,23,16650,360,14205.689999999999,13425.689999999999,24,1680
