operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,7,17,0,1320,60,498,378,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,7,11,1,960,0,273,78,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,17,1,1380,0,531,426,7 - (41.18)%,510 - (36.96)%
3,1,2160,2280,9,18,2,1320,0,626,476,8 - (44.44)%,660 - (50.00)%
4,0,1800,2280,6,14,0,900,0,584,539,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,7,12,0,780,0,344,164,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,7,13,1,960,0,443,368,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,8,17,0,1140,240,460,280,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,0.62,1095.0,37.5,469.88,338.62,7.5 - (42.81%),585.0 - (43.48%)
min,-,900,-,6,11,0,780,0,273,78,7 - (41.18%),510 - (36.96%)
25th percentile,-,1215.0,-,7.0,12.75,0.0,945.0,0.0,418.25,251.0,7.25 - (42.0%),547.5 - (40.22%)
75th percentile,-,1845.0,-,8.25,17.0,1.0,1320.0,15.0,544.25,438.5,7.75 - (43.62%),622.5 - (46.74%)
max,-,2160,-,9,18,2,1380,240,626,539,8 - (44.44%),660 - (50.00%)
total,-,12240,18240,60,119,5,8760,300,3759,2709,15,1170
