operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,5,9,0,720,0,462.21,402.21,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,9,16,3,1320,60,515.88,410.88,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,8,17,4,1020,0,779.68,704.68,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,11,17,2,1440,0,453.86,273.86,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,3,4,0,240,0,356.45,356.45,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,8,15,1,930,30,454.68,319.68,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,8,17,4,1050,0,483.89,303.89,10 - (58.82)%,600 - (57.14)%
7,1,1980,2280,8,13,3,870,0,605.76,500.76,7 - (53.85)%,420 - (48.28)%

mean,-,1530.0,2280.0,7.5,13.5,2.12,948.75,11.25,514.05,409.05,8.5 - (56.34%),510.0 - (52.71%)
min,-,900,-,3,4,0,240,0,356.45,273.86,7 - (53.85%),420 - (48.28%)
25th percentile,-,1215.0,-,7.25,12.0,0.75,832.5,0.0,454.48,315.73,7.75 - (55.09%),465.0 - (50.5%)
75th percentile,-,1845.0,-,8.25,17.0,3.25,1117.5,7.5,538.35,433.35,9.25 - (57.58%),555.0 - (54.92%)
max,-,2160,-,11,17,4,1440,60,779.68,704.68,10 - (58.82%),600 - (57.14%)
total,-,12240,18240,60,108,17,7590,90,4112.41,3272.41,17,1020
