operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,4,5,0,360,0,207.86,132.86,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,5,10,4,750,0,296.32,161.32,2 - (20.00)%,120 - (16.00)%
2,0,1800,2280,11,20,7,1290,0,657.77,507.77,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,8,19,0,1140,0,741.65,666.65,6 - (31.58)%,360 - (31.58)%
4,0,1260,2280,3,5,1,360,0,313.98,313.98,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,13,20,7,1500,420,665.46,485.46,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,5,10,1,780,0,433.97,313.97,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,11,16,2,960,0,701.07,611.07,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.12,2.75,892.5,52.5,502.26,399.14,4.0 - (25.79%),240.0 - (23.79%)
min,-,900,-,3,5,0,360,0,207.86,132.86,2 - (20.00%),120 - (16.00%)
25th percentile,-,1215.0,-,4.75,8.75,0.75,652.5,0.0,309.56,275.81,3.0 - (22.9%),180.0 - (19.9%)
75th percentile,-,1845.0,-,11.0,19.25,4.75,1177.5,0.0,674.36,533.6,5.0 - (28.68%),300.0 - (27.68%)
max,-,2160,-,13,20,7,1500,420,741.65,666.65,6 - (31.58%),360 - (31.58%)
total,-,12240,18240,60,105,22,7140,420,4018.08,3193.08,8,480
