operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,7,12,2,720,0,396.99,306.99,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,8,15,2,990,0,794.55,734.55,5 - (33.33)%,360 - (36.36)%
2,0,1080,2280,8,19,2,1380,300,768.15,723.15,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,3,6,0,360,0,413.77,413.77,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,11,16,3,1290,30,571.7,421.7,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,9,16,4,1170,0,668.87,548.87,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,8,19,2,1200,0,797.54,722.54,8 - (42.11)%,480 - (40.00)%
7,0,1800,2280,6,9,1,570,0,515.23,440.23,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.0,2.0,960.0,41.25,615.85,538.98,6.5 - (37.72%),420.0 - (38.18%)
min,-,900,-,3,6,0,360,0,396.99,306.99,5 - (33.33%),360 - (36.36%)
25th percentile,-,1215.0,-,6.75,11.25,1.75,682.5,0.0,489.86,419.72,5.75 - (35.52%),390.0 - (37.27%)
75th percentile,-,1845.0,-,8.25,16.75,2.25,1222.5,7.5,774.75,722.69,7.25 - (39.92%),450.0 - (39.09%)
max,-,2160,-,11,19,4,1380,300,797.54,734.55,8 - (42.11%),480 - (40.00%)
total,-,12240,18240,60,112,16,7680,330,4926.8,4311.8,13,840
