operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,6,14,0,1200,300,1176.12,1176.12,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,3,7,0,480,0,394.31,364.31,0 - (0.00)%,0 - (0.00)%
2,0,1560,2280,9,17,3,1230,0,927.37,882.37,0 - (0.00)%,0 - (0.00)%
3,0,1320,2280,5,16,0,1050,0,685.37,610.37,0 - (0.00)%,0 - (0.00)%
4,1,2040,2280,10,19,2,1410,0,855.44,705.44,6 - (31.58)%,420 - (29.79)%
5,1,1980,2280,7,15,0,1020,0,788.42,758.42,9 - (60.00)%,540 - (52.94)%
6,0,1200,2280,6,18,0,1260,60,727.96,622.96,0 - (0.00)%,0 - (0.00)%
7,0,1380,2280,6,13,0,840,0,335.54,155.54,0 - (0.00)%,0 - (0.00)%
8,0,1800,2280,10,22,3,1410,0,932.72,797.72,0 - (0.00)%,0 - (0.00)%
9,0,1020,2280,9,17,1,1050,30,946.91,871.91,0 - (0.00)%,0 - (0.00)%
10,0,1140,2280,4,7,0,720,0,452.28,422.28,0 - (0.00)%,0 - (0.00)%
11,0,1740,2280,7,10,0,600,0,537.61,492.61,0 - (0.00)%,0 - (0.00)%
12,0,1440,2280,8,15,0,1200,0,657.15,522.15,0 - (0.00)%,0 - (0.00)%
13,1,1860,2280,8,19,0,1440,0,1009.81,934.81,12 - (63.16)%,1020 - (70.83)%
14,0,960,2280,10,22,0,1440,480,707.78,497.78,0 - (0.00)%,0 - (0.00)%
15,1,2160,2280,12,19,0,1200,0,882.12,792.12,10 - (52.63)%,600 - (50.00)%

mean,-,1507.5,2280.0,7.5,15.62,0.56,1096.88,54.38,751.06,662.93,9.25 - (51.84%),645.0 - (50.89%)
min,-,900,-,3,7,0,480,0,335.54,155.54,6 - (31.58%),420 - (29.79%)
25th percentile,-,1185.0,-,6.0,13.75,0.0,975.0,0.0,627.26,496.49,8.25 - (47.37%),510.0 - (44.95%)
75th percentile,-,1815.0,-,9.25,19.0,0.25,1297.5,7.5,928.71,816.27,10.5 - (60.79%),705.0 - (57.41%)
max,-,2160,-,12,22,3,1440,480,1176.12,1176.12,12 - (63.16%),1020 - (70.83%)
total,-,24120,36480,120,250,9,17550,870,12016.91,10606.91,37,2580
