operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,6,14,1,1020,0,309,84,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,5,14,0,900,0,555,480,4 - (28.57)%,240 - (26.67)%
2,0,900,2280,7,15,1,990,90,444,234,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,5,10,0,660,0,786,696,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,8,14,2,1080,0,429,234,3 - (21.43)%,180 - (16.67)%
5,0,1260,2280,8,19,0,1140,0,579,384,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,10,19,2,1290,210,905,770,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,11,22,0,1380,0,714,564,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.88,0.75,1057.5,37.5,590.12,430.75,3.5 - (25.0%),210.0 - (21.67%)
min,-,900,-,5,10,0,660,0,309,84,3 - (21.43%),180 - (16.67%)
25th percentile,-,1215.0,-,5.75,14.0,0.0,967.5,0.0,440.25,234.0,3.25 - (23.22%),195.0 - (19.17%)
75th percentile,-,1845.0,-,8.5,19.0,1.25,1177.5,22.5,732.0,597.0,3.75 - (26.78%),225.0 - (24.17%)
max,-,2160,-,11,22,2,1380,210,905,770,4 - (28.57%),240 - (26.67%)
total,-,12240,18240,60,127,6,8460,300,4721,3446,7,420
