operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,13,3,900,0,679.31,559.31,6 - (46.15)%,360 - (40.00)%
1,0,1080,2280,5,10,0,900,0,462.92,432.92,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,8,14,1,1080,180,537.93,387.93,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,7,16,0,1110,0,466.08,271.08,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,10,16,3,990,0,810.18,735.18,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,8,21,1,1440,0,581.77,401.77,9 - (42.86)%,630 - (43.75)%
6,0,1440,2280,8,14,1,1080,0,495.92,420.92,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,5,15,0,900,0,629.84,599.84,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,1.12,1050.0,22.5,582.99,476.12,7.5 - (44.5%),495.0 - (41.88%)
min,-,900,-,5,10,0,900,0,462.92,271.08,6 - (42.86%),360 - (40.00%)
25th percentile,-,1215.0,-,6.5,13.75,0.0,900.0,0.0,488.46,398.31,6.75 - (43.68%),427.5 - (40.94%)
75th percentile,-,1845.0,-,8.25,16.0,1.5,1087.5,0.0,642.21,569.44,8.25 - (45.33%),562.5 - (42.81%)
max,-,2160,-,10,21,3,1440,180,810.18,735.18,9 - (46.15%),630 - (43.75%)
total,-,12240,18240,60,119,9,8400,180,4663.95,3808.95,15,990
