operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,11,1,720,0,550.27,505.27,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,9,18,3,1320,60,614.5,479.5,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,12,24,1,1620,0,588.08,363.08,13 - (54.17)%,840 - (51.85)%
3,0,1440,2280,3,6,0,360,0,371.25,341.25,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,6,13,0,1020,0,488.76,398.76,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,6,15,1,1050,0,528.84,408.84,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,10,18,7,1140,0,867.18,732.18,7 - (38.89)%,480 - (42.11)%
7,0,1620,2280,7,13,0,900,0,445.43,340.43,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,1.62,1016.25,7.5,556.79,446.16,10.0 - (46.53%),660.0 - (46.98%)
min,-,900,-,3,6,0,360,0,371.25,340.43,7 - (38.89%),480 - (42.11%)
25th percentile,-,1215.0,-,6.0,12.5,0.0,855.0,0.0,477.93,357.62,8.5 - (42.71%),570.0 - (44.54%)
75th percentile,-,1845.0,-,9.25,18.0,1.5,1185.0,0.0,594.69,485.94,11.5 - (50.35%),750.0 - (49.42%)
max,-,2160,-,12,24,7,1620,60,867.18,732.18,13 - (54.17%),840 - (51.85%)
total,-,12240,18240,60,118,13,8130,60,4454.3099999999995,3569.3099999999995,20,1320
