operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,6,9,2,720,0,420.2,405.2,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,10,18,2,1170,0,864.94,744.94,5 - (27.78)%,360 - (30.77)%
2,0,1620,2280,9,20,1,1560,0,498.1,303.1,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,5,15,0,990,0,341.55,116.55,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,7,21,0,1260,0,531.38,291.38,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,17,1,1200,0,595.2,445.2,10 - (58.82)%,690 - (57.50)%
6,0,900,2280,5,7,0,600,0,217.69,97.69,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,9,16,0,1200,120,570.24,435.24,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.38,0.75,1087.5,15.0,504.91,354.91,7.5 - (43.3%),525.0 - (44.13%)
min,-,900,-,5,7,0,600,0,217.69,97.69,5 - (27.78%),360 - (30.77%)
25th percentile,-,1215.0,-,5.75,13.5,0.0,922.5,0.0,400.54,247.67,6.25 - (35.54%),442.5 - (37.45%)
75th percentile,-,1845.0,-,9.0,18.5,1.25,1215.0,0.0,576.48,437.73,8.75 - (51.06%),607.5 - (50.82%)
max,-,2160,-,10,21,2,1560,120,864.94,744.94,10 - (58.82%),690 - (57.50%)
total,-,12240,18240,60,123,6,8700,120,4039.3,2839.3,15,1050
