operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1560,2280,7,13,0,1080,0,566.2,536.2,0 - (0.00)%,0 - (0.00)%
1,0,1020,2280,7,20,0,1320,300,845.85,770.85,0 - (0.00)%,0 - (0.00)%
2,1,2040,2280,10,19,4,1350,0,1363.92,1333.92,15 - (78.95)%,1110 - (82.22)%
3,1,1980,2280,6,13,1,930,0,1063.22,1048.22,6 - (46.15)%,420 - (45.16)%
4,0,1200,2280,10,18,3,1140,0,957.83,927.83,0 - (0.00)%,0 - (0.00)%
5,0,1380,2280,9,17,1,1080,0,1002.75,942.75,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,7,18,0,1170,270,915.56,870.56,0 - (0.00)%,0 - (0.00)%
7,0,960,2280,4,8,0,660,0,356.17,356.17,0 - (0.00)%,0 - (0.00)%
8,0,1620,2280,11,25,0,1590,0,1072.68,982.68,0 - (0.00)%,0 - (0.00)%
9,0,1140,2280,5,12,0,870,0,441.88,426.88,0 - (0.00)%,0 - (0.00)%
10,0,1800,2280,7,15,0,1080,0,560.04,410.04,0 - (0.00)%,0 - (0.00)%
11,1,2160,2280,11,18,3,1110,0,641.99,491.99,2 - (11.11)%,120 - (10.81)%
12,0,1440,2280,5,7,1,510,0,465.39,435.39,0 - (0.00)%,0 - (0.00)%
13,0,1320,2280,3,6,0,570,0,408.57,363.57,0 - (0.00)%,0 - (0.00)%
14,1,1860,2280,9,17,1,1350,0,903.27,768.27,10 - (58.82)%,720 - (53.33)%
15,0,1740,2280,9,19,1,1260,0,730.37,640.37,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.31,0.94,1066.88,35.62,768.48,706.61,8.25 - (48.76%),592.5 - (47.88%)
min,-,900,-,3,6,0,510,0,356.17,356.17,2 - (11.11%),120 - (10.81%)
25th percentile,-,1185.0,-,5.75,12.75,0.0,915.0,0.0,536.38,433.26,5.0 - (37.39%),345.0 - (36.57%)
75th percentile,-,1815.0,-,9.25,18.25,1.0,1275.0,0.0,969.06,931.56,11.25 - (63.85%),817.5 - (60.55%)
max,-,2160,-,11,25,4,1590,300,1363.92,1333.92,15 - (78.95%),1110 - (82.22%)
total,-,24120,36480,120,245,15,17070,570,12295.69,11305.69,33,2370
