operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,6,16,2,1050,0,724.42,649.42,5 - (31.25)%,300 - (28.57)%
1,0,1080,2280,6,15,1,990,0,431.5,221.5,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,7,13,0,960,0,509.49,434.49,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,3,5,0,300,0,245.43,230.43,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,11,16,10,1170,0,439.49,304.49,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,8,14,3,870,0,409.3,229.3,6 - (42.86)%,360 - (41.38)%
6,0,1440,2280,11,18,10,1170,0,784.46,709.46,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,8,10,1,690,0,601.44,541.44,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.38,3.38,900.0,0.0,518.19,415.07,5.5 - (37.05%),330.0 - (34.98%)
min,-,900,-,3,5,0,300,0,245.43,221.5,5 - (31.25%),300 - (28.57%)
25th percentile,-,1215.0,-,6.0,12.25,0.75,825.0,0.0,425.95,230.15,5.25 - (34.15%),315.0 - (31.77%)
75th percentile,-,1845.0,-,8.75,16.0,4.75,1080.0,0.0,632.19,568.44,5.75 - (39.96%),345.0 - (38.18%)
max,-,2160,-,11,18,10,1170,0,784.46,709.46,6 - (42.86%),360 - (41.38%)
total,-,12240,18240,60,107,27,7200,0,4145.530000000001,3320.53,11,660
