operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,8,17,0,1260,0,780,660,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,7,13,0,930,0,702,582,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,6,13,1,840,0,529,364,3 - (23.08)%,240 - (28.57)%
3,0,1260,2280,11,22,2,1470,210,767,632,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,5,9,0,720,0,195,0,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,6,13,0,1020,120,462,312,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,10,19,5,1260,0,821,626,7 - (36.84)%,480 - (38.10)%
7,0,1800,2280,7,16,0,1110,0,452,212,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,1.0,1076.25,41.25,588.5,423.5,5.0 - (29.96%),360.0 - (33.34%)
min,-,900,-,5,9,0,720,0,195,0,3 - (23.08%),240 - (28.57%)
25th percentile,-,1215.0,-,6.0,13.0,0.0,907.5,0.0,459.5,287.0,4.0 - (26.52%),300.0 - (30.95%)
75th percentile,-,1845.0,-,8.5,17.5,1.25,1260.0,30.0,770.25,627.5,6.0 - (33.4%),420.0 - (35.72%)
max,-,2160,-,11,22,5,1470,210,821,660,7 - (36.84%),480 - (38.10%)
total,-,12240,18240,60,122,8,8610,330,4708,3388,10,720
