operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,8,13,1,1080,0,325.57,145.57,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,7,15,4,960,0,550.86,490.86,6 - (40.00)%,360 - (37.50)%
2,0,1080,2280,5,11,0,810,0,299.1,194.1,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,6,14,0,960,0,418.07,298.07,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,11,18,3,1320,0,707.24,512.24,6 - (33.33)%,510 - (38.64)%
5,0,1620,2280,5,11,1,990,0,399.65,294.65,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,11,20,1,1260,0,468.91,243.91,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,7,15,0,900,0,379.99,199.99,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.25,1035.0,0.0,443.67,297.42,6.0 - (36.66%),435.0 - (38.07%)
min,-,900,-,5,11,0,810,0,299.1,145.57,6 - (33.33%),360 - (37.50%)
25th percentile,-,1215.0,-,5.75,12.5,0.0,945.0,0.0,366.38,198.52,6.0 - (35.0%),397.5 - (37.78%)
75th percentile,-,1845.0,-,8.75,15.75,1.5,1125.0,0.0,489.4,346.27,6.0 - (38.33%),472.5 - (38.36%)
max,-,2160,-,11,20,4,1320,0,707.24,512.24,6 - (40.00%),510 - (38.64%)
total,-,12240,18240,60,117,10,8280,0,3549.3900000000003,2379.39,12,870
