operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1020,2280,5,12,0,870,0,507.6,477.6,0 - (0.00)%,0 - (0.00)%
1,0,1560,2280,8,18,0,1290,0,754.88,604.88,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,10,17,3,1140,0,814.34,724.34,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,6,16,0,960,0,735.4,630.4,0 - (0.00)%,0 - (0.00)%
4,0,1200,2280,5,17,0,1020,0,951.56,801.56,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,8,14,0,1230,0,540.93,510.93,0 - (0.00)%,0 - (0.00)%
6,0,1380,2280,10,20,3,1740,360,760.15,640.15,0 - (0.00)%,0 - (0.00)%
7,0,1740,2280,5,10,0,780,0,367.49,322.49,0 - (0.00)%,0 - (0.00)%
8,0,1320,2280,4,7,0,600,0,150.0,0,0 - (0.00)%,0 - (0.00)%
9,1,2160,2280,10,17,1,1230,0,657.03,567.03,10 - (58.82)%,660 - (53.66)%
10,1,2040,2280,8,15,0,1140,0,419.26,284.26,9 - (60.00)%,780 - (68.42)%
11,0,1140,2280,7,19,0,1380,240,565.44,355.44,0 - (0.00)%,0 - (0.00)%
12,1,1980,2280,8,16,1,1110,0,913.63,868.63,5 - (31.25)%,390 - (35.14)%
13,0,900,2280,9,18,1,1230,330,753.47,693.47,0 - (0.00)%,0 - (0.00)%
14,0,960,2280,8,13,1,840,0,739.56,649.56,0 - (0.00)%,0 - (0.00)%
15,1,1860,2280,9,12,2,840,0,639.15,579.15,6 - (50.00)%,420 - (50.00)%

mean,-,1507.5,2280.0,7.5,15.06,0.75,1087.5,58.12,641.87,544.37,7.5 - (50.02%),562.5 - (51.8%)
min,-,900,-,4,7,0,600,0,150.0,0.0,5 - (31.25%),390 - (35.14%)
25th percentile,-,1185.0,-,5.75,12.75,0.0,862.5,0.0,532.6,447.06,5.75 - (45.31%),412.5 - (46.28%)
75th percentile,-,1815.0,-,9.0,17.25,1.0,1230.0,0.0,756.2,660.54,9.25 - (59.12%),690.0 - (57.35%)
max,-,2160,-,10,20,3,1740,360,951.56,868.63,10 - (60.00%),780 - (68.42%)
total,-,24120,36480,120,241,12,17400,930,10269.89,8709.89,30,2250
