operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,4,12,0,720,0,630,555,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,6,11,1,990,0,477,402,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,7,10,1,600,0,488,383,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,6,13,0,870,0,631,571,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,10,19,3,1440,0,540,375,11 - (57.89)%,660 - (45.83)%
5,1,2160,2280,7,17,0,1110,0,656,506,8 - (47.06)%,480 - (43.24)%
6,0,1440,2280,12,15,11,1230,0,622,517,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,8,12,1,930,0,422,347,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.62,2.12,986.25,0.0,558.25,457.0,9.5 - (52.48%),570.0 - (44.54%)
min,-,900,-,4,10,0,600,0,422,347,8 - (47.06%),480 - (43.24%)
25th percentile,-,1215.0,-,6.0,11.75,0.0,832.5,0.0,485.25,381.0,8.75 - (49.77%),525.0 - (43.89%)
75th percentile,-,1845.0,-,8.5,15.5,1.5,1140.0,0.0,630.25,526.5,10.25 - (55.18%),615.0 - (45.18%)
max,-,2160,-,12,19,11,1440,0,656,571,11 - (57.89%),660 - (45.83%)
total,-,12240,18240,60,109,17,7890,0,4466,3656,19,1140
