test number,type,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%),objective,optimalityGap,execution time
0,mean,-,1530.0,2280.0,7.5,14.5,1.38,1042.5,52.5,605.36,481.61,7.5 - (41.95%),510.0 - (39.89%),15552.97,0,3.03
1,mean,-,1530.0,2280.0,7.5,14.25,0.88,1057.5,3.75,602.2,519.7,7.0 - (45.53%),465.0 - (42.59%),11220.41,0,22.77
2,mean,-,1530.0,2280.0,7.5,15.0,1.0,1053.75,0.0,538.9,443.28,8.0 - (49.8%),480.0 - (46.3%),12508.64,8.1682e-05,19.5
3,mean,-,1530.0,2280.0,7.5,14.75,1.62,1016.25,7.5,556.79,446.16,10.0 - (46.53%),660.0 - (46.98%),17215.17,1.81e-05,2.86
4,mean,-,1530.0,2280.0,7.5,14.25,1.38,1038.75,30.0,514.17,397.92,8.0 - (47.05%),540.0 - (44.57%),14787.02,0,6.94
5,mean,-,1530.0,2280.0,7.5,15.25,1.25,1050.0,0.0,455.51,316.76,6.5 - (40.62%),390.0 - (36.69%),13636.13,9.0802e-05,5.67
6,mean,-,1530.0,2280.0,7.5,15.0,0.62,1095.0,52.5,542.82,396.57,5.5 - (32.22%),390.0 - (31.06%),9041.591,3.7254e-05,9.96
7,mean,-,1530.0,2280.0,7.5,14.5,1.62,1008.75,0.0,474.51,337.64,10.0 - (52.63%),825.0 - (57.85%),16949.58,0,3.44

0,total,-,12240,18240,60,116,11,8340,420,4842.91,3852.91,15,1020,15552.97,0,3.03
1,total,-,12240,18240,60,114,7,8460,30,4817.59,4157.59,14,930,11220.41,0,22.77
2,total,-,12240,18240,60,120,8,8430,0,4311.219999999999,3546.22,16,960,12508.64,8.1682e-05,19.5
3,total,-,12240,18240,60,118,13,8130,60,4454.3099999999995,3569.3099999999995,20,1320,17215.17,1.81e-05,2.86
4,total,-,12240,18240,60,114,11,8310,240,4113.360000000001,3183.36,16,1080,14787.02,0,6.94
5,total,-,12240,18240,60,122,10,8400,0,3644.08,2534.08,13,780,13636.13,9.0802e-05,5.67
6,total,-,12240,18240,60,120,5,8760,420,4342.58,3172.58,11,780,9041.591,3.7254e-05,9.96
7,total,-,12240,18240,60,116,13,8070,0,3796.08,2701.08,20,1650,16949.58,0,3.44
