operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,7,14,0,1290,0,511.68,406.68,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,17,1,1050,0,392.2,182.2,5 - (29.41)%,300 - (28.57)%
2,0,1440,2280,7,11,0,780,0,313.01,223.01,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,8,14,1,930,0,408.86,243.86,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,5,11,0,810,0,292.02,187.02,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,10,19,1,1440,0,509.97,389.97,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,6,15,0,1170,270,456.48,396.48,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,8,16,1,1260,0,568.51,418.51,6 - (37.50)%,480 - (38.10)%

mean,-,1530.0,2280.0,7.5,14.62,0.5,1091.25,33.75,431.59,305.97,5.5 - (33.45%),390.0 - (33.34%)
min,-,900,-,5,11,0,780,0,292.02,182.2,5 - (29.41%),300 - (28.57%)
25th percentile,-,1215.0,-,6.75,13.25,0.0,900.0,0.0,372.4,214.01,5.25 - (31.43%),345.0 - (30.95%)
75th percentile,-,1845.0,-,8.25,16.25,1.0,1267.5,0.0,510.4,399.03,5.75 - (35.48%),435.0 - (35.72%)
max,-,2160,-,10,19,1,1440,270,568.51,418.51,6 - (37.50%),480 - (38.10%)
total,-,12240,18240,60,117,4,8730,270,3452.73,2447.73,11,780
