operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1140,2280,13,18,13,1200,60,1087.61,1042.61,0 - (0.00)%,0 - (0.00)%
1,0,1200,2280,7,13,1,990,0,573.66,528.66,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,14,18,10,1380,0,878.69,848.69,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,5,7,1,420,0,717.39,702.39,3 - (42.86)%,180 - (42.86)%
4,1,2040,2280,4,7,1,540,0,606.87,606.87,0 - (0.00)%,0 - (0.00)%
5,0,960,2280,5,7,0,540,0,333.59,228.59,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,10,15,9,1110,0,805.45,775.45,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,7,15,2,1080,0,541.26,436.26,7 - (46.67)%,420 - (38.89)%
8,0,900,2280,3,4,1,360,0,324.66,324.66,0 - (0.00)%,0 - (0.00)%
9,0,1020,2280,3,4,0,300,0,321.93,306.93,0 - (0.00)%,0 - (0.00)%
10,0,1380,2280,9,10,4,600,0,563.4,518.4,0 - (0.00)%,0 - (0.00)%
11,0,1740,2280,9,14,4,1080,0,680.2,680.2,0 - (0.00)%,0 - (0.00)%
12,0,1800,2280,6,10,1,810,0,685.2,670.2,0 - (0.00)%,0 - (0.00)%
13,1,1860,2280,7,14,4,840,0,892.02,802.02,2 - (14.29)%,120 - (14.29)%
14,0,1320,2280,8,13,6,810,0,698.49,608.49,0 - (0.00)%,0 - (0.00)%
15,0,1560,2280,10,16,9,1200,0,612.12,462.12,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,11.56,4.12,828.75,3.75,645.16,596.41,3.0 - (25.95%),180.0 - (24.01%)
min,-,900,-,3,4,0,300,0,321.93,228.59,2 - (14.29%),120 - (14.29%)
25th percentile,-,1185.0,-,5.0,7.0,1.0,540.0,0.0,557.86,455.66,2.5 - (28.58%),150.0 - (26.59%)
75th percentile,-,1815.0,-,9.25,15.0,6.75,1087.5,0.0,739.4,720.66,5.0 - (44.76%),300.0 - (40.88%)
max,-,2160,-,14,18,13,1380,60,1087.61,1042.61,7 - (46.67%),420 - (42.86%)
total,-,24120,36480,120,185,66,13260,60,10322.54,9542.54,12,720
