operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,14,1,1320,0,554.96,449.96,6 - (42.86)%,660 - (50.00)%
1,1,1980,2280,8,17,1,1380,0,1051.22,946.22,7 - (41.18)%,420 - (30.43)%
2,0,1620,2280,7,15,1,1050,0,440.32,260.32,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,8,16,0,1170,270,626.45,491.45,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,7,11,0,720,0,647.0,617.0,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,8,21,0,1410,330,656.4,446.4,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,8,14,0,900,0,672.7,597.7,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,6,13,1,900,0,366.96,201.96,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,0.5,1106.25,75.0,627.0,501.38,6.5 - (42.02%),540.0 - (40.22%)
min,-,900,-,6,11,0,720,0,366.96,201.96,6 - (41.18%),420 - (30.43%)
25th percentile,-,1215.0,-,7.0,13.75,0.0,900.0,0.0,526.3,399.88,6.25 - (41.6%),480.0 - (35.32%)
75th percentile,-,1845.0,-,8.0,16.25,1.0,1335.0,67.5,660.48,602.53,6.75 - (42.44%),600.0 - (45.11%)
max,-,2160,-,8,21,1,1410,330,1051.22,946.22,7 - (42.86%),660 - (50.00%)
total,-,12240,18240,60,121,4,8850,600,5016.01,4011.01,13,1080
