operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,9,17,1,1200,0,380.18,200.18,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,21,1,1530,0,577.64,397.64,11 - (52.38)%,720 - (47.06)%
2,1,1980,2280,8,14,0,990,0,630.22,555.22,4 - (28.57)%,330 - (33.33)%
3,0,900,2280,5,15,1,960,60,779.26,689.26,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,10,20,2,1350,0,560.92,365.92,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,2,3,0,180,0,122.88,107.88,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,6,12,1,1050,0,683.98,548.98,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,11,18,1,1350,90,514.01,349.01,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.88,1076.25,18.75,531.14,401.76,7.5 - (40.48%),525.0 - (40.2%)
min,-,900,-,2,3,0,180,0,122.88,107.88,4 - (28.57%),330 - (33.33%)
25th percentile,-,1215.0,-,5.75,13.5,0.75,982.5,0.0,480.55,311.8,5.75 - (34.52%),427.5 - (36.76%)
75th percentile,-,1845.0,-,9.25,18.5,1.0,1350.0,15.0,643.66,550.54,9.25 - (46.43%),622.5 - (43.63%)
max,-,2160,-,11,21,2,1530,90,779.26,689.26,11 - (52.38%),720 - (47.06%)
total,-,12240,18240,60,120,7,8610,150,4249.09,3214.09,15,1050
