test number,type,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%),objective,optimalityGap,execution time
0,mean,-,1530.0,2280.0,7.5,14.75,1.62,1005.0,33.75,570.6,448.72,8.5 - (48.53%),600.0 - (49.55%),16957.97,0,2.34
1,mean,-,1530.0,2280.0,7.5,14.62,2.0,997.5,15.0,493.77,373.77,9.0 - (50.88%),630.0 - (50.26%),20351.62,0,2.23
2,mean,-,1530.0,2280.0,7.5,14.25,1.38,1008.75,90.0,527.19,409.06,6.5 - (34.53%),435.0 - (34.93%),15176.44,0,2.24
3,mean,-,1530.0,2280.0,7.5,13.75,2.25,993.75,18.75,558.41,445.91,8.5 - (52.78%),630.0 - (54.55%),21964.94,0,2.3
4,mean,-,1530.0,2280.0,7.5,14.62,1.75,1008.75,3.75,539.64,425.27,8.0 - (50.0%),540.0 - (46.39%),18139.73,0,2.56
5,mean,-,1530.0,2280.0,7.5,14.25,1.62,1005.0,0.0,410.67,266.29,6.5 - (43.93%),555.0 - (47.55%),16879.51,0,4.29
6,mean,-,1530.0,2280.0,7.5,14.62,1.5,1016.25,22.5,453.5,367.25,4.0 - (34.27%),330.0 - (40.13%),15755.18,0,2.49
7,mean,-,1530.0,2280.0,7.5,14.75,1.25,1050.0,18.75,486.25,386.88,3.5 - (25.55%),315.0 - (28.91%),14199.02,0,3.08

0,total,-,12240,18240,60,118,13,8040,270,4564.77,3589.77,17,1200,16957.97,0,2.34
1,total,-,12240,18240,60,117,16,7980,120,3950.1399999999994,2990.14,18,1260,20351.62,0,2.23
2,total,-,12240,18240,60,114,11,8070,720,4217.49,3272.49,13,870,15176.44,0,2.24
3,total,-,12240,18240,60,110,18,7950,150,4467.3099999999995,3567.31,17,1260,21964.94,0,2.3
4,total,-,12240,18240,60,117,14,8070,30,4317.139999999999,3402.14,16,1080,18139.73,0,2.56
5,total,-,12240,18240,60,114,13,8040,0,3285.3399999999997,2130.34,13,1110,16879.51,0,4.29
6,total,-,12240,18240,60,117,12,8130,180,3627.98,2937.98,8,660,15755.18,0,2.49
7,total,-,12240,18240,60,118,10,8400,150,3890.03,3095.0299999999997,7,630,14199.02,0,3.08
