operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,6,12,0,1020,0,561,486,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,8,13,1,1080,0,426,336,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,6,11,1,840,0,430,280,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,9,16,0,1140,0,641,536,8 - (50.00)%,660 - (57.89)%
4,0,1800,2280,10,20,3,1200,0,515,290,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,7,14,1,1080,0,741,696,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,8,16,1,1320,0,671,596,9 - (56.25)%,840 - (63.64)%
7,0,900,2280,6,14,0,840,0,270,0,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,0.88,1065.0,0.0,531.88,402.5,8.5 - (53.12%),750.0 - (60.76%)
min,-,900,-,6,11,0,840,0,270,0,8 - (50.00%),660 - (57.89%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,975.0,0.0,429.0,287.5,8.25 - (51.56%),705.0 - (59.33%)
75th percentile,-,1845.0,-,8.25,16.0,1.0,1155.0,0.0,648.5,551.0,8.75 - (54.69%),795.0 - (62.2%)
max,-,2160,-,10,20,3,1320,0,741,696,9 - (56.25%),840 - (63.64%)
total,-,12240,18240,60,116,7,8520,0,4255,3220,17,1500
