operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1020,2280,4,9,0,780,0,675.41,675.41,0 - (0.00)%,0 - (0.00)%
1,0,1200,2280,9,12,5,780,0,720.62,705.62,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,8,9,4,570,0,717.52,672.52,0 - (0.00)%,0 - (0.00)%
3,0,1380,2280,6,9,5,600,0,928.7,898.7,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,10,15,8,1080,0,701.59,626.59,3 - (20.00)%,180 - (16.67)%
5,1,2040,2280,9,13,6,1050,0,709.69,694.69,6 - (46.15)%,540 - (51.43)%
6,0,1800,2280,10,14,2,930,0,972.71,942.71,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,6,14,1,900,0,773.83,743.83,0 - (0.00)%,0 - (0.00)%
8,0,960,2280,10,16,8,1020,60,600.57,540.57,0 - (0.00)%,0 - (0.00)%
9,0,1560,2280,8,10,7,630,0,669.43,654.43,0 - (0.00)%,0 - (0.00)%
10,0,1140,2280,10,15,7,1050,0,900.97,885.97,0 - (0.00)%,0 - (0.00)%
11,0,1320,2280,9,7,8,480,0,375.01,345.01,0 - (0.00)%,0 - (0.00)%
12,0,1440,2280,4,6,0,600,0,562.32,547.32,0 - (0.00)%,0 - (0.00)%
13,0,1740,2280,4,6,0,540,0,418.66,373.66,0 - (0.00)%,0 - (0.00)%
14,1,2160,2280,4,8,2,570,0,1425.16,1380.16,3 - (37.50)%,270 - (47.37)%
15,1,1860,2280,9,12,8,930,0,753.59,663.59,8 - (66.67)%,690 - (74.19)%

mean,-,1507.5,2280.0,7.5,10.94,4.44,781.88,3.75,744.11,709.42,5.0 - (42.58%),420.0 - (47.42%)
min,-,900,-,4,6,0,480,0,375.01,345.01,3 - (20.00%),180 - (16.67%)
25th percentile,-,1185.0,-,5.5,8.75,1.75,592.5,0.0,652.21,606.77,3.0 - (33.12%),247.5 - (39.7%)
75th percentile,-,1815.0,-,9.25,14.0,7.25,952.5,0.0,805.62,779.36,6.5 - (51.28%),577.5 - (57.12%)
max,-,2160,-,10,16,8,1080,60,1425.16,1380.16,8 - (66.67%),690 - (74.19%)
total,-,24120,36480,120,175,71,12510,60,11905.779999999999,11350.779999999999,20,1680
