operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,11,16,6,1080,0,536.88,371.88,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,10,17,7,1200,120,470.21,230.21,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,5,11,2,840,0,403.19,283.19,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,8,10,3,600,0,210.0,0,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,8,12,3,750,0,424.28,319.28,3 - (25.00)%,180 - (24.00)%
5,1,1980,2280,7,15,1,1020,0,677.32,587.32,8 - (53.33)%,600 - (58.82)%
6,0,1620,2280,3,6,0,510,0,336.11,261.11,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,8,17,2,1350,450,513.82,363.82,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.0,3.0,918.75,71.25,446.48,302.1,5.5 - (39.16%),390.0 - (41.41%)
min,-,900,-,3,6,0,510,0,210.0,0.0,3 - (25.00%),180 - (24.00%)
25th percentile,-,1215.0,-,6.5,10.75,1.75,712.5,0.0,386.42,253.39,4.25 - (32.08%),285.0 - (32.7%)
75th percentile,-,1845.0,-,8.5,16.25,3.75,1110.0,30.0,519.58,365.84,6.75 - (46.25%),495.0 - (50.12%)
max,-,2160,-,11,17,7,1350,450,677.32,587.32,8 - (53.33%),600 - (58.82%)
total,-,12240,18240,60,104,24,7350,570,3571.81,2416.8100000000004,11,780
