operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,8,21,0,1590,330,538,328,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,7,16,0,1110,0,524,479,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,7,14,0,900,0,368,263,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,8,15,0,1020,0,420,300,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,9,18,0,1350,0,507,342,9 - (50.00)%,630 - (46.67)%
5,1,1980,2280,7,14,1,1170,0,399,324,8 - (57.14)%,570 - (48.72)%
6,0,1620,2280,8,12,0,960,0,330,180,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,6,12,0,960,60,442,367,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,0.12,1132.5,48.75,441.0,322.88,8.5 - (53.57%),600.0 - (47.7%)
min,-,900,-,6,12,0,900,0,330,180,8 - (50.00%),570 - (46.67%)
25th percentile,-,1215.0,-,7.0,13.5,0.0,960.0,0.0,391.25,290.75,8.25 - (51.78%),585.0 - (47.18%)
75th percentile,-,1845.0,-,8.0,16.5,0.0,1215.0,15.0,511.25,348.25,8.75 - (55.36%),615.0 - (48.21%)
max,-,2160,-,9,21,1,1590,330,538,479,9 - (57.14%),630 - (48.72%)
total,-,12240,18240,60,122,1,9060,390,3528,2583,17,1200
