operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1560,2280,7,13,3,840,0,1209.69,1164.69,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,9,16,0,1380,0,1130.71,1100.71,8 - (50.00)%,600 - (43.48)%
2,0,1320,2280,4,14,0,930,0,601.97,451.97,0 - (0.00)%,0 - (0.00)%
3,0,1200,2280,7,16,0,1140,0,896.22,836.22,0 - (0.00)%,0 - (0.00)%
4,1,1860,2280,10,20,2,1440,0,1087.71,1027.71,8 - (40.00)%,570 - (39.58)%
5,0,960,2280,7,14,0,1110,150,842.88,827.88,0 - (0.00)%,0 - (0.00)%
6,0,1140,2280,6,13,0,1050,0,511.44,406.44,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,5,8,0,570,0,681.76,666.76,0 - (0.00)%,0 - (0.00)%
8,0,1020,2280,7,15,0,1140,120,572.38,542.38,0 - (0.00)%,0 - (0.00)%
9,0,1740,2280,10,23,1,1440,0,916.19,796.19,0 - (0.00)%,0 - (0.00)%
10,0,1380,2280,6,12,0,840,0,705.15,675.15,0 - (0.00)%,0 - (0.00)%
11,1,2040,2280,12,19,2,1320,0,622.76,502.76,12 - (63.16)%,900 - (68.18)%
12,0,1620,2280,8,22,0,1410,0,834.02,714.02,0 - (0.00)%,0 - (0.00)%
13,1,2160,2280,11,16,4,1080,0,1018.69,958.69,10 - (62.50)%,690 - (63.89)%
14,0,1800,2280,5,9,3,690,0,681.15,681.15,0 - (0.00)%,0 - (0.00)%
15,0,1440,2280,6,14,0,1020,0,553.51,463.51,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.25,0.94,1087.5,16.88,804.14,738.51,9.5 - (53.91%),690.0 - (53.78%)
min,-,900,-,4,8,0,570,0,511.44,406.44,8 - (40.00%),570 - (39.58%)
25th percentile,-,1185.0,-,6.0,13.0,0.0,907.5,0.0,617.56,532.48,8.0 - (47.5%),592.5 - (42.5%)
75th percentile,-,1815.0,-,9.25,16.75,2.0,1335.0,0.0,941.82,866.84,10.5 - (62.66%),742.5 - (64.96%)
max,-,2160,-,12,23,4,1440,150,1209.69,1164.69,12 - (63.16%),900 - (68.18%)
total,-,24120,36480,120,244,15,17400,270,12866.23,11816.23,38,2760
