operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,4,7,0,600,0,212.66,152.66,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,4,6,0,480,0,244.55,214.55,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,7,15,0,900,0,754.21,664.21,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,8,19,1,1530,270,573.22,363.22,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,11,19,0,1380,0,620.99,515.99,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,10,21,3,1560,0,703.2,508.2,11 - (52.38)%,840 - (53.85)%
6,1,2160,2280,9,21,0,1500,0,688.51,508.51,8 - (38.10)%,720 - (48.00)%
7,0,900,2280,7,12,0,840,0,627.66,552.66,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,0.5,1098.75,33.75,553.12,435.0,9.5 - (45.24%),780.0 - (50.92%)
min,-,900,-,4,6,0,480,0,212.66,152.66,8 - (38.10%),720 - (48.00%)
25th percentile,-,1215.0,-,6.25,10.75,0.0,780.0,0.0,491.05,326.05,8.75 - (41.67%),750.0 - (49.46%)
75th percentile,-,1845.0,-,9.25,19.5,0.25,1507.5,0.0,692.18,525.16,10.25 - (48.81%),810.0 - (52.39%)
max,-,2160,-,11,21,3,1560,270,754.21,664.21,11 - (52.38%),840 - (53.85%)
total,-,12240,18240,60,120,4,8790,270,4425.0,3480.0,19,1560
