operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,960,2280,3,9,0,600,0,915.79,870.79,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,4,10,0,720,0,579.4,534.4,0 - (0.00)%,0 - (0.00)%
2,0,1320,2280,6,9,2,660,0,520.58,505.58,0 - (0.00)%,0 - (0.00)%
3,0,1560,2280,8,18,2,1080,0,666.79,591.79,0 - (0.00)%,0 - (0.00)%
4,0,1380,2280,9,22,0,1560,180,547.24,382.24,0 - (0.00)%,0 - (0.00)%
5,1,2040,2280,8,18,3,1350,0,1097.26,1022.26,5 - (27.78)%,450 - (33.33)%
6,0,1440,2280,7,10,0,840,0,585.02,540.02,0 - (0.00)%,0 - (0.00)%
7,0,1200,2280,9,16,0,960,0,800.4,755.4,0 - (0.00)%,0 - (0.00)%
8,0,1020,2280,7,14,0,1170,150,602.86,542.86,0 - (0.00)%,0 - (0.00)%
9,0,1140,2280,10,16,3,1290,150,596.62,431.62,0 - (0.00)%,0 - (0.00)%
10,1,1980,2280,10,21,1,1500,0,938.58,863.58,7 - (33.33)%,480 - (32.00)%
11,0,1620,2280,9,16,0,960,0,570.4,465.4,0 - (0.00)%,0 - (0.00)%
12,1,2160,2280,8,18,2,1200,0,1211.1,1196.1,7 - (38.89)%,420 - (35.00)%
13,1,1860,2280,8,20,1,1320,0,1171.77,1066.77,12 - (60.00)%,720 - (54.55)%
14,0,1740,2280,8,15,0,1020,0,690.26,645.26,0 - (0.00)%,0 - (0.00)%
15,0,1800,2280,6,12,0,840,0,870.47,840.47,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.25,0.88,1066.88,30.0,772.78,703.41,7.75 - (40.0%),517.5 - (38.72%)
min,-,900,-,3,9,0,600,0,520.58,382.24,5 - (27.78%),420 - (32.00%)
25th percentile,-,1185.0,-,6.75,11.5,0.0,840.0,0.0,583.62,527.19,6.5 - (31.94%),442.5 - (33.0%)
75th percentile,-,1815.0,-,9.0,18.0,2.0,1297.5,0.0,921.49,865.38,8.25 - (44.17%),540.0 - (39.89%)
max,-,2160,-,10,22,3,1560,180,1211.1,1196.1,12 - (60.00%),720 - (54.55%)
total,-,24120,36480,120,244,14,17070,480,12364.54,11254.54,31,2070
