operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,8,16,1,1020,0,315.0,0,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,10,19,3,1290,0,737.5,677.5,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,2,3,0,300,0,232.89,172.89,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,9,17,5,1170,0,482.51,317.51,8 - (47.06)%,630 - (53.85)%
4,1,1980,2280,10,18,2,1260,0,733.28,598.28,9 - (50.00)%,570 - (45.24)%
5,0,1260,2280,8,23,1,1380,120,852.24,732.24,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,8,14,1,1050,150,542.78,452.78,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,5,8,0,570,0,668.57,638.57,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,1.62,1005.0,33.75,570.6,448.72,8.5 - (48.53%),600.0 - (49.55%)
min,-,900,-,2,3,0,300,0,232.89,0.0,8 - (47.06%),570 - (45.24%)
25th percentile,-,1215.0,-,7.25,12.5,0.75,907.5,0.0,440.63,281.36,8.25 - (47.8%),585.0 - (47.39%)
75th percentile,-,1845.0,-,9.25,18.25,2.25,1267.5,30.0,734.34,648.3,8.75 - (49.26%),615.0 - (51.7%)
max,-,2160,-,10,23,5,1380,150,852.24,732.24,9 - (50.00%),630 - (53.85%)
total,-,12240,18240,60,118,13,8040,270,4564.77,3589.77,17,1200
