operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,5,12,0,720,0,296.85,176.85,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,9,21,3,1410,0,489.5,309.5,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,7,15,0,1110,0,515.65,380.65,8 - (53.33)%,600 - (54.05)%
3,0,900,2280,9,21,0,1530,630,662.74,512.74,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,12,21,1,1500,0,537.55,297.55,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,8,17,0,1290,210,627.93,462.93,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,7,14,2,960,0,653.58,548.58,3 - (21.43)%,180 - (18.75)%
7,0,1260,2280,3,3,0,180,0,180.97,165.97,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.5,0.75,1087.5,105.0,495.6,356.85,5.5 - (37.38%),390.0 - (36.4%)
min,-,900,-,3,3,0,180,0,180.97,165.97,3 - (21.43%),180 - (18.75%)
25th percentile,-,1215.0,-,6.5,13.5,0.0,900.0,0.0,441.34,267.38,4.25 - (29.4%),285.0 - (27.58%)
75th percentile,-,1845.0,-,9.0,21.0,1.25,1432.5,52.5,634.34,475.38,6.75 - (45.36%),495.0 - (45.22%)
max,-,2160,-,12,21,3,1530,630,662.74,548.58,8 - (53.33%),600 - (54.05%)
total,-,12240,18240,60,124,6,8700,840,3964.77,2854.7700000000004,11,780
