operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,10,18,1,1200,0,644.39,419.39,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,8,14,1,1050,0,738.6,603.6,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,7,14,1,1170,90,285.0,0,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,8,16,4,1110,0,803.59,638.59,8 - (50.00)%,540 - (48.65)%
4,0,1800,2280,2,4,0,330,0,252.65,237.65,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,6,11,1,810,0,462.99,372.99,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,9,16,4,1200,0,456.42,216.42,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,10,17,0,1260,0,665.06,485.06,6 - (35.29)%,420 - (33.33)%

mean,-,1530.0,2280.0,7.5,13.75,1.5,1016.25,11.25,538.59,371.71,7.0 - (42.64%),480.0 - (40.99%)
min,-,900,-,2,4,0,330,0,252.65,0.0,6 - (35.29%),420 - (33.33%)
25th percentile,-,1215.0,-,6.75,13.25,0.75,990.0,0.0,413.56,232.34,6.5 - (38.97%),450.0 - (37.16%)
75th percentile,-,1845.0,-,9.25,16.25,1.75,1200.0,0.0,683.44,514.7,7.5 - (46.32%),510.0 - (44.82%)
max,-,2160,-,10,18,4,1260,90,803.59,638.59,8 - (50.00%),540 - (48.65%)
total,-,12240,18240,60,110,12,8130,90,4308.7,2973.7,14,960
