operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,7,10,0,660,0,332,302,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,7,15,0,1080,0,375,240,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,9,19,1,1440,0,656,551,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,8,20,2,1290,0,519,339,10 - (50.00)%,600 - (46.51)%
4,0,900,2280,7,20,0,1560,660,843,753,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,3,5,0,420,0,222,192,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,7,14,0,930,0,433,298,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,12,18,4,1230,0,678,543,11 - (61.11)%,780 - (63.41)%

mean,-,1530.0,2280.0,7.5,15.12,0.88,1076.25,82.5,507.25,402.25,10.5 - (55.55%),690.0 - (54.96%)
min,-,900,-,3,5,0,420,0,222,192,10 - (50.00%),600 - (46.51%)
25th percentile,-,1215.0,-,7.0,13.0,0.0,862.5,0.0,364.25,283.5,10.25 - (52.78%),645.0 - (50.74%)
75th percentile,-,1845.0,-,8.25,19.25,1.25,1327.5,0.0,661.5,545.0,10.75 - (58.33%),735.0 - (59.18%)
max,-,2160,-,12,20,4,1560,660,843,753,11 - (61.11%),780 - (63.41%)
total,-,12240,18240,60,121,7,8610,660,4058,3218,21,1380
