operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1320,2280,8,19,0,1590,270,626.89,536.89,0 - (0.00)%,0 - (0.00)%
1,1,1860,2280,9,21,0,1350,0,1043.32,953.32,14 - (66.67)%,900 - (66.67)%
2,0,1200,2280,8,13,2,1080,0,1038.98,993.98,0 - (0.00)%,0 - (0.00)%
3,0,1560,2280,3,7,0,600,0,265.92,205.92,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,10,17,4,1260,0,1200.91,1125.91,10 - (58.82)%,780 - (61.90)%
5,0,1440,2280,5,10,0,690,0,728.34,638.34,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,13,21,2,1650,0,930.35,825.35,11 - (52.38)%,900 - (54.55)%
7,0,1380,2280,8,17,1,1080,0,758.51,653.51,0 - (0.00)%,0 - (0.00)%
8,1,2040,2280,9,17,1,1080,0,1022.73,962.73,8 - (47.06)%,480 - (44.44)%
9,0,1020,2280,8,11,3,780,0,592.41,517.41,0 - (0.00)%,0 - (0.00)%
10,0,1800,2280,4,11,0,720,0,589.77,544.77,0 - (0.00)%,0 - (0.00)%
11,0,1740,2280,9,17,1,1230,0,923.94,803.94,0 - (0.00)%,0 - (0.00)%
12,0,900,2280,5,9,0,720,0,709.54,709.54,0 - (0.00)%,0 - (0.00)%
13,0,960,2280,7,13,0,1020,60,664.99,619.99,0 - (0.00)%,0 - (0.00)%
14,0,1620,2280,8,15,0,1230,0,606.7,516.7,0 - (0.00)%,0 - (0.00)%
15,0,1140,2280,6,14,0,1230,90,750.35,690.35,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.5,0.88,1081.88,26.25,778.35,706.17,10.75 - (56.23%),765.0 - (56.89%)
min,-,900,-,3,7,0,600,0,265.92,205.92,8 - (47.06%),480 - (44.44%)
25th percentile,-,1185.0,-,5.75,11.0,0.0,765.0,0.0,621.84,542.8,9.5 - (51.05%),705.0 - (52.02%)
75th percentile,-,1815.0,-,9.0,17.0,1.25,1237.5,0.0,953.44,857.34,11.75 - (60.78%),900.0 - (63.09%)
max,-,2160,-,13,21,4,1650,270,1200.91,1125.91,14 - (66.67%),900 - (66.67%)
total,-,24120,36480,120,232,14,17310,420,12453.650000000001,11298.650000000001,43,3060
