operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,9,17,7,1410,0,668.24,578.24,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,7,12,1,900,0,453.5,423.5,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,4,6,0,450,0,201.48,186.48,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,5,8,1,690,0,374.88,299.88,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,5,8,0,540,0,219.48,159.48,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,20,2,1410,0,682.8,577.8,5 - (25.00)%,390 - (27.66)%
6,1,1980,2280,8,15,0,960,0,555.13,405.13,8 - (53.33)%,510 - (53.12)%
7,0,1080,2280,12,24,3,1770,690,574.19,409.19,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.75,1.75,1016.25,86.25,466.21,379.96,6.5 - (39.16%),450.0 - (40.39%)
min,-,900,-,4,6,0,450,0,201.48,159.48,5 - (25.00%),390 - (27.66%)
25th percentile,-,1215.0,-,5.0,8.0,0.0,652.5,0.0,336.03,271.53,5.75 - (32.08%),420.0 - (34.02%)
75th percentile,-,1845.0,-,9.25,17.75,2.25,1410.0,0.0,597.7,462.08,7.25 - (46.25%),480.0 - (46.76%)
max,-,2160,-,12,24,7,1770,690,682.8,578.24,8 - (53.33%),510 - (53.12%)
total,-,12240,18240,60,110,14,8130,690,3729.7,3039.7,13,900
