operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,17,0,1200,300,634.12,559.12,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,7,16,0,1140,0,566.44,401.44,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,4,6,1,540,0,366.69,336.69,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,8,14,0,840,0,532.55,457.55,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,7,16,3,1110,0,339.9,54.9,10 - (62.50)%,750 - (67.57)%
5,1,2160,2280,8,14,2,960,0,690.92,645.92,2 - (14.29)%,240 - (25.00)%
6,0,1620,2280,12,23,6,1530,0,736.25,586.25,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,7,14,1,960,0,698.81,668.81,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,1.62,1035.0,37.5,570.71,463.84,6.0 - (38.39%),495.0 - (46.28%)
min,-,900,-,4,6,0,540,0,339.9,54.9,2 - (14.29%),240 - (25.00%)
25th percentile,-,1215.0,-,7.0,14.0,0.0,930.0,0.0,491.08,385.25,4.0 - (26.34%),367.5 - (35.64%)
75th percentile,-,1845.0,-,8.0,16.25,2.25,1155.0,0.0,692.89,601.17,8.0 - (50.45%),622.5 - (56.93%)
max,-,2160,-,12,23,6,1530,300,736.25,668.81,10 - (62.50%),750 - (67.57%)
total,-,12240,18240,60,120,13,8280,300,4565.68,3710.68,12,990
