operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,16,1,1230,0,485.8,395.8,9 - (56.25)%,600 - (48.78)%
1,0,1620,2280,6,14,0,1050,0,640.52,640.52,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,9,19,0,1380,480,835.12,700.12,0 - (0.00)%,0 - (0.00)%
3,0,1140,2280,9,17,0,1290,150,563.33,488.33,0 - (0.00)%,0 - (0.00)%
4,0,1320,2280,6,11,0,750,0,685.03,610.03,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,10,18,3,1500,0,790.44,760.44,8 - (44.44)%,720 - (48.00)%
6,0,1440,2280,3,7,0,690,0,425.83,425.83,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,10,16,0,1380,0,859.57,859.57,0 - (0.00)%,0 - (0.00)%
8,1,1860,2280,10,21,1,1500,0,559.58,274.58,11 - (52.38)%,810 - (54.00)%
9,0,1740,2280,7,13,0,990,0,666.65,591.65,0 - (0.00)%,0 - (0.00)%
10,0,1560,2280,7,16,0,1050,0,887.77,857.77,0 - (0.00)%,0 - (0.00)%
11,0,1380,2280,8,15,2,1080,0,432.77,327.77,0 - (0.00)%,0 - (0.00)%
12,0,960,2280,4,10,0,660,0,1021.51,931.51,0 - (0.00)%,0 - (0.00)%
13,0,1200,2280,8,17,0,1350,150,1074.47,984.47,0 - (0.00)%,0 - (0.00)%
14,1,2040,2280,10,18,2,1320,0,1213.23,1078.23,9 - (50.00)%,660 - (50.00)%
15,0,1020,2280,5,7,0,540,0,467.71,452.71,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.69,0.56,1110.0,48.75,725.58,648.71,9.25 - (50.77%),697.5 - (50.2%)
min,-,900,-,3,7,0,540,0,425.83,274.58,8 - (44.44%),600 - (48.00%)
25th percentile,-,1185.0,-,6.0,12.5,0.0,930.0,0.0,541.14,445.99,8.75 - (48.61%),645.0 - (48.58%)
75th percentile,-,1815.0,-,9.25,17.25,1.0,1357.5,0.0,866.62,858.22,9.5 - (53.35%),742.5 - (51.0%)
max,-,2160,-,10,21,3,1500,480,1213.23,1078.23,11 - (56.25%),810 - (54.00%)
total,-,24120,36480,120,235,9,17760,780,11609.33,10379.33,37,2790
