operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1320,2280,6,13,0,990,0,391.48,301.48,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,9,14,7,1020,0,1053.24,1023.24,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,6,14,2,1050,0,730.7,715.7,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,9,15,4,1320,0,925.72,850.72,0 - (0.00)%,0 - (0.00)%
4,0,960,2280,7,10,4,720,0,613.73,598.73,0 - (0.00)%,0 - (0.00)%
5,0,1200,2280,3,5,0,300,0,353.45,338.45,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,10,17,3,1230,330,703.23,643.23,0 - (0.00)%,0 - (0.00)%
7,0,1020,2280,4,7,0,510,0,513.67,513.67,0 - (0.00)%,0 - (0.00)%
8,1,2160,2280,7,17,0,1020,0,1129.31,1114.31,4 - (23.53)%,240 - (23.53)%
9,0,1380,2280,8,12,1,1050,0,693.83,648.83,0 - (0.00)%,0 - (0.00)%
10,1,1860,2280,6,14,1,1020,0,952.69,937.69,5 - (35.71)%,360 - (35.29)%
11,0,1560,2280,10,15,4,900,0,841.49,781.49,0 - (0.00)%,0 - (0.00)%
12,1,1980,2280,10,17,7,1200,0,982.19,982.19,5 - (29.41)%,300 - (25.00)%
13,0,1740,2280,10,17,2,1050,0,1189.51,1099.51,0 - (0.00)%,0 - (0.00)%
14,0,1140,2280,7,12,1,840,0,536.54,521.54,0 - (0.00)%,0 - (0.00)%
15,1,2040,2280,8,17,2,1140,0,1056.83,1026.83,13 - (76.47)%,870 - (76.32)%

mean,-,1507.5,2280.0,7.5,13.5,2.38,960.0,20.62,791.73,756.1,6.75 - (41.28%),442.5 - (40.03%)
min,-,900,-,3,5,0,300,0,353.45,301.48,4 - (23.53%),240 - (23.53%)
25th percentile,-,1185.0,-,6.0,12.0,0.75,885.0,0.0,594.43,579.43,4.75 - (27.94%),285.0 - (24.63%)
75th percentile,-,1815.0,-,9.25,17.0,4.0,1072.5,0.0,999.95,992.45,7.0 - (45.9%),487.5 - (45.55%)
max,-,2160,-,10,17,7,1320,330,1189.51,1114.31,13 - (76.47%),870 - (76.32%)
total,-,24120,36480,120,216,38,15360,330,12667.61,12097.61,27,1770
