operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,5,10,0,810,0,387.42,297.42,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,6,13,0,900,0,488.67,398.67,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,7,13,2,840,0,304.42,139.42,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,9,15,4,1080,0,478.0,268.0,7 - (46.67)%,540 - (50.00)%
4,0,1440,2280,7,12,2,840,0,473.67,398.67,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,8,16,0,1200,0,582.53,462.53,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,8,17,0,1290,0,820.49,730.49,5 - (29.41)%,390 - (30.23)%
7,0,1260,2280,10,20,2,1260,0,644.0,464.0,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,1.25,1027.5,0.0,522.4,394.9,6.0 - (38.04%),465.0 - (40.12%)
min,-,900,-,5,10,0,810,0,304.42,139.42,5 - (29.41%),390 - (30.23%)
25th percentile,-,1215.0,-,6.75,12.75,0.0,840.0,0.0,452.11,290.06,5.5 - (33.72%),427.5 - (35.17%)
75th percentile,-,1845.0,-,8.25,16.25,2.0,1215.0,0.0,597.9,462.9,6.5 - (42.36%),502.5 - (45.06%)
max,-,2160,-,10,20,4,1290,0,820.49,730.49,7 - (46.67%),540 - (50.00%)
total,-,12240,18240,60,116,10,8220,0,4179.200000000001,3159.2,12,930
