operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,18,4,1260,0,518,368,7 - (38.89)%,420 - (33.33)%
1,0,900,2280,6,12,0,720,0,414,354,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,8,16,0,1020,0,571,421,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,6,11,2,810,0,537,507,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,8,9,2,600,0,288,228,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,10,18,6,1320,0,476,326,11 - (61.11)%,870 - (65.91)%
6,0,1080,2280,7,12,4,960,0,357,252,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,7,16,0,1050,0,521,401,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.0,2.25,967.5,0.0,460.25,357.12,9.0 - (50.0%),645.0 - (49.62%)
min,-,900,-,6,9,0,600,0,288,228,7 - (38.89%),420 - (33.33%)
25th percentile,-,1215.0,-,6.75,11.75,0.0,787.5,0.0,399.75,307.5,8.0 - (44.44%),532.5 - (41.47%)
75th percentile,-,1845.0,-,8.0,16.5,4.0,1102.5,0.0,525.0,406.0,10.0 - (55.56%),757.5 - (57.76%)
max,-,2160,-,10,18,6,1320,0,571,507,11 - (61.11%),870 - (65.91%)
total,-,12240,18240,60,112,18,7740,0,3682,2857,18,1290
