operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,10,22,2,1530,0,547.05,382.05,15 - (68.18)%,1020 - (66.67)%
1,0,1080,2280,7,10,1,630,0,547.85,457.85,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,7,14,0,1170,270,472.95,337.95,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,7,13,0,1110,0,554.16,509.16,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,8,18,1,1320,0,740.97,665.97,6 - (33.33)%,540 - (40.91)%
5,0,1800,2280,9,20,0,1410,0,688.81,568.81,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,6,11,0,960,0,445.53,355.53,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,6,10,0,660,0,617.48,542.48,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,0.5,1098.75,33.75,576.85,477.48,10.5 - (50.76%),780.0 - (53.79%)
min,-,900,-,6,10,0,630,0,445.53,337.95,6 - (33.33%),540 - (40.91%)
25th percentile,-,1215.0,-,6.75,10.75,0.0,885.0,0.0,528.52,375.42,8.25 - (42.04%),660.0 - (47.35%)
75th percentile,-,1845.0,-,8.25,18.5,1.0,1342.5,0.0,635.31,549.06,12.75 - (59.47%),900.0 - (60.23%)
max,-,2160,-,10,22,2,1530,270,740.97,665.97,15 - (68.18%),1020 - (66.67%)
total,-,12240,18240,60,118,4,8790,270,4614.8,3819.8,21,1560
