operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,10,2,660,0,263.11,188.11,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,8,16,1,1140,0,789.79,684.79,7 - (43.75)%,480 - (42.11)%
2,0,1080,2280,4,8,0,540,0,295.72,235.72,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,5,10,0,780,0,267.86,117.86,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,8,14,1,1110,0,729.23,669.23,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,11,14,6,990,90,638.13,503.13,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,10,20,9,1260,0,785.32,605.32,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,7,14,3,1080,0,382.04,247.04,4 - (28.57)%,300 - (27.78)%

mean,-,1530.0,2280.0,7.5,13.25,2.75,945.0,11.25,518.9,406.4,5.5 - (36.16%),390.0 - (34.95%)
min,-,900,-,4,8,0,540,0,263.11,117.86,4 - (28.57%),300 - (27.78%)
25th percentile,-,1215.0,-,6.5,10.0,0.75,750.0,0.0,288.76,223.82,4.75 - (32.36%),345.0 - (31.36%)
75th percentile,-,1845.0,-,8.5,14.5,3.75,1117.5,0.0,743.25,621.3,6.25 - (39.96%),435.0 - (38.53%)
max,-,2160,-,11,20,9,1260,90,789.79,684.79,7 - (43.75%),480 - (42.11%)
total,-,12240,18240,60,106,22,7560,90,4151.200000000001,3251.2000000000003,11,780
