operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,8,16,0,1020,0,657,582,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,10,13,7,780,0,330,120,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,6,17,0,1080,180,642,522,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,7,16,1,1020,0,606,546,4 - (25.00)%,300 - (29.41)%
4,0,1440,2280,6,8,0,540,0,395,350,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,6,10,1,810,0,294,159,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,17,7,1260,0,842,722,8 - (47.06)%,570 - (45.24)%
7,0,1080,2280,8,14,2,1140,60,571,511,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,2.25,956.25,30.0,542.12,439.0,6.0 - (36.03%),435.0 - (37.33%)
min,-,900,-,6,8,0,540,0,294,120,4 - (25.00%),300 - (29.41%)
25th percentile,-,1215.0,-,6.0,12.25,0.0,802.5,0.0,378.75,302.25,5.0 - (30.52%),367.5 - (33.37%)
75th percentile,-,1845.0,-,8.25,16.25,3.25,1095.0,15.0,645.75,555.0,7.0 - (41.54%),502.5 - (41.28%)
max,-,2160,-,10,17,7,1260,180,842,722,8 - (47.06%),570 - (45.24%)
total,-,12240,18240,60,111,18,7650,240,4337,3512,12,870
